id,P002060,P002061,P002062,P002063,P002064
61f2e8a9ebb3429aaad9c76a24bab27e,tasyārthato ’smin samanupraveśāt sa vāśrayo ’syety abhidharmakośam || 1.2 ||,偈曰 由義對法入此攝 論依對法名俱舍,頌曰攝彼勝義依彼故此立對法俱舍名,འདིར་དེ་དོན་དུ་ཡང་དག་ཆུད་ཕྱིར་རམ་། འདི་ཡི་གནས་དེ་ཡིན་པས་ཆོས་མངོན་མཛོད་ཅེས་བྱ་བ་སྨོས་ཏེ་།,
46c4bde5e26547bda1628672e8f593aa,sa hi śāstrasaṃjñako ’bhidharma etasminn arthato yathā pradhānam antarbhūta ity etac chāstraṁ tasya kośasthānīyaṁ bhavati |  atha vā so ’bhidharma etasyāśrayabhūtaḥ śāstrasya |  tato hy etan nirākṛṣṭam | ataḥ sa evāsyābhidharmaḥ kośa ity etac chāstram abhidharmakośam |,釋曰 彼文句名阿毘達磨 由隨勝義入此論攝 是故此論於彼得稱為藏  復次 偈曰 論依對法名俱舍 釋曰 阿毘達磨是此論依止  何以故 從彼法中引生此論故 彼於此論亦受藏名 以是義故此論名為阿毘達磨俱舍,論曰由彼對法論中勝義入此攝故此得藏名  或此依彼  從彼引生是彼所藏故亦名藏是故此論名對法藏,ཆོས་མངོན་པའི་བསྟན་བཅོས་ཞེས་བྱ་བ་དེ་ཇི་ལྟར་གཅེས་གཅེས་རྣམས་དོན་དུ་འདིར་ཆུད་དེ་། དེ་ལྟ་བས་ན་བསྟན་བཅོས་འདི་ནི་དེའི་མཛོད་ལྟ་བུ་ཡིན་ནོ་། ། ཡང་ན་དེ་ལས་འདི་ཕྱུང་བས་ཆོས་མངོན་པ་དེ་བསྟན་བཅོས་འདིའི་གནས་ལྟ་བུ་ཡིན་ནོ་། དེའི་ཕྱིར་ཆོས་མངོན་པ་དེ་ཉིད་འདིའི་མཛོད་ཡིན་ཏེ་། དེ་ལྟ་བས་ན་བསྟན་བཅོས་འདི་ནི་ཆོས་མངོན་པའི་མཛོད་ཡིན་ནོ་།,    
226a01bb128a4362a60c58c031fffc8a,kim arthaṃ punar abhidharmopadeśaḥ,復次此法其用云何,何因說彼阿毘達磨,། ཡང་ཅིའི་ཕྱིར་ཆོས་མངོན་པ་བསྟན་།,
8a6443661ebe45f0a19c81e565ad6834,kena cāyaṃ prathamata upadiṣṭo yata ācāryo ’bhidharmakośaṃ vaktum ādriyata iti || āha ||,何人先說此法 而法師恭敬欲解說之,誰復先說阿毘達磨而今造論恭敬解釋,འདི་དང་པོ་ཉིད་དུ་སུས་བསྟན་ན་། འདི་ལྟར་སློབ་དཔོན་ཆོས་མངོན་པའི་མཛོད་འཆད་པར་གུས་ཤེ་ན་།,
d0c53715a51e49c9b6d1600f3a3240b4,dharmāṇām pravicayam antareṇa nāsti kleśānāṃ yata upaśāntaye ’bhyupāyaḥkleśaiś ca bhramati bhavārṇave ’tra lokas taddhetor ata uditaḥ kilaiṣa śāstrā || 1.3 ||,偈曰 離簡擇法更不有 為寂靜惑別方便 世間由惑轉有海 為此傳佛說對法,頌曰若離擇法定無餘能滅諸惑勝方便由惑世間漂有海因此傳佛說對法,ཆོས་རྣམས་རབ་ཏུ་རྣམ་འབྱེད་མེད་པར་ཉོན་མོངས་རྣམས་། གང་ཕྱིར་ཉེ་བར་ཞི་བར་བྱ་བའི་ཐབས་མེད་ལ་༎ ཉོན་མོངས་པས་ཀྱང་འཇིག་རྟེན་སྲིད་མཚོ་འདིར་འཁྱམས་ཏེ་། ། དེ་བས་དེ་ཕྱིར་འདི་ནི་སྟོན་པས་གསུངས་སོ་ལོ་། ། ཞེས་བྱ་བ་སྨོས་ཏེ་།,
9379d596125e4a89bed2483413bf601f,yato na vinā dharmapravicayenāsti kleśopaśamābhyupāyaḥ kleśāś ca lokaṁ bhramayanti saṁsāramahārṇave ’smin |  atas taddhetos tasya dharmapravicayasyārthe śāstrā kila buddhenābhidharma uktaḥ |  na hi viṇābhidharmopadeśena śiṣyaḥ śakto dharmān pravicetum iti |  sa tu prakīrṇa ukto bhagavatā bhadantakātyāyanīputraprabhṛtibhiḥ piṇḍīkṛtya sthāpito bhadantadharmatrātodānavargīyakaraṇavad ity āhur vaibhāśikāḥ |,釋曰 若離擇法覺分 無別方便能除滅諸惑 諸惑能輪轉世間於生死海  由此正因 欲令弟子得簡擇法 故大師佛世尊先說阿毘達磨  若離此正諸說 弟子不能如理簡擇真法故  佛世尊處處散說此法 大德迦旃延子等諸弟子 撰集安置 猶如大德達磨多羅多撰集優陀那伽他部類 聞毘婆沙師傳說如此,論曰若離擇法無勝方便能滅諸惑諸惑能令世間漂轉生死大海  因此傳佛說彼對法欲令世間得擇法故  離說對法弟子不能於諸法相如理簡擇  然佛世尊處處散說阿毘達磨大德迦多衍尼子等諸大聲聞結集安置猶如大德法救所集無常品等鄔拖南頌毘婆沙師傳說如此,གང་གི་ཕྱིར་ཆོས་རྣམས་རབ་ཏུ་རྣམ་པར་འབྱེད་པ་མེད་པར་ཉོན་མོངས་པ་ཉེ་བར་ཞི་བར་བྱ་བའི་ཐབས་མེད་ལ་། ། ཉོན་མོངས་པ་རྣམས་ཀྱིས་ཀྱང་འཇིག་རྟེན་འཁོར་བའི་རྒྱ་མཚོ་ཆེན་པོ་འདིར་འཁྱམ་པར་བྱེད་པ དེའི་ཕྱིར་ཆོས་རྣམས་རབ་ཏུ་རྣམ་པར་འབྱེད་པར་འདོད་པ་དེའི་དོན་དུ་སྟོན་པ་སངས་རྒྱས་བཅོམ་ལྡན་འདས་ཀྱིས་ཆོས་མངོན་པ་གསུངས་སོ་ལོ་། ། ཆོས་མངོན་པ་བསྟན་པ་མེད་པར་ནི་སློབ་མས་ཆོས་རབ་ཏུ་རྣམ་པར་འབྱེད་པར་མི་ནུས་སོ་། ། བྱེ་བྲག་ཏུ་སྨྲ་བ་རྣམས་ན་རེ་དེ་ནི་བཅོམ་ལྡན་འདས་ཀྱིས་སིལ་བུར་བཤད་ལ་། བཙུན་པ་ཀའ་ཏཡའའི་བུ་ལ་སོགས་པས་བསྡུས་ནས་བཞག་སྟེ་། བཙུན་པ་ཆོས་སྐྱོང་ཀྱིས་ཆེད་དུ་བརྗོད་པའི་སྡེ་། སྡེ་ཚན་དུ་བྱས་པ་བཞིན་ནོ་ཞེས་ཟེར་རོ་།,      
0b375b849a7a4d85a381c606c8927187,katame punas te dharmā yeṣāṃ pravicayārtham abhidharmopadeśa ity āha |,何者諸法是所簡擇 為令他簡擇彼法 佛世尊說阿毘達磨,何法名為彼所簡擇因此傳佛說對法耶,། གང་དག་ཆོས་མངོན་པ་བསྟན་པས་རབ་ཏུ་རྣམ་པར་དབྱེ་པར་བྱ་བའི་ཆོས་དེ་དག་ཀྱང་གང་ཞེ་ན་།,
2361ed2ba67040afa4947a763d314ccc,sāsravānāsravā dharmāḥ,偈曰 有流無流法,頌曰有漏無漏法除道餘有為於彼漏隨增故說名有漏無漏謂道諦及三種無為謂虛空二滅此中空無礙擇滅謂離繫隨繫事各別畢竟礙當生別得非擇滅,ཟག་བཅས་ཟག་པ་མེད་ཆོས་རྣམས་། ། ཞེས་བྱ་བ་སྨོས་ཏེ་།,
be11a7fcb1a740bfaf6feb3738fa60e8,eṣa sarvadharmāṇāṃ samāsanirddeśaḥ |,釋曰 略說一切法,論曰說一切法略有二種,འདི་ནི་ཆོས་རྣམས་ཐམས་ཅད་མདོར་བསྡུས་ཏེ་བསྟན་པའོ་།,
2e93279dffd847e4846b9be4bbb5a0e6,tatra katame sāsravā dharmā ity āha,謂有流無流 此中何者有流,謂有漏無漏有漏法云何,། དེ་ལ་ཟག་པ་དང་བཅས་པའི་ཆོས་རྣམས་གང་ཞེ་ན་།,
ef5c5acf9a7443b8bd388ddc65a7eca3,saṃskṛtā mārgavarjitāḥ | sāsravāḥ,偈曰 有為除聖道 有流,除道餘有為,ལམ་མ་གཏོགས་པ་འདུས་བྱས་རྣམས་༎ ཟག་བཅས་ཞེས་བྱ་བ་སྟེ་།,
2a56a151a1044668829189134619facf,mārgasatyaṃ varjjayitvānye saṃskṛtā dharmāḥ sāsravāḥ |  kiṃ kāraṇam |,釋曰 除道聖諦 所餘有為法說 名有流  何以故,謂除道諦餘有為法  所以者何,ལམ་གྱི་བདེན་པ་མ་གཏོགས་པ་འདུས་བྱས་ཀྱི་ཆོས་གཞན་རྣམས་ནི་ཟག་པ་དང་བཅས་པ་དག་གོ་། ། ཅིའི་ཕྱིར་ཞེ་ན་།,  
bee2d489b3d14a2b8f2e1b989bb43203,āsravās teṣu yasmāt samanuśerate || 1.4 ||,偈曰 於中流 由隨增眠故,於彼漏隨增故說名有漏,གང་ཕྱིར་དེ་དག་ལ་། ། ཟག་རྣམས་ཀུན་ཏུ་རྒྱས་པར་འགྱུར་། ། ཞེས་བྱ་བ་སྟེ་།,
96978bc3855e4f20a1480a62ae4145bb,kāmaṃ nirodhamārgasatyālambanā apy āsravā upajāyante na tv anuśerate | tatreti na tayoḥ sāsravatvaprasaṅgaḥ |  yathātra nānuśerate tat paścād anuśayanirdeśa eva jñāpayiṣyāmaḥ |  uktāḥ sāsravāḥ |,釋曰 若有如此義 諸流緣滅道二諦為境起 於中不眠 無隨增故  是故於中不可立有流為反質難 是不眠義 後分別惑品中當廣說  說有流法已,諸漏於中等隨隨增故緣滅道諦諸漏雖生而不隨增故非有漏  不隨增義隨眠品中自當顯說  已辯有漏,འགོག་པ་དང་ལམ་གྱི་བདེན་པ་ལ་དམིགས་པས་ཀྱང་ཟག་པ་སྐྱེ་བར་ནི་འདོད་མོད་ཀྱི་། ། དེ་གཉིས་ལ་རྒྱས་པར་མི་འགྱུར་བས་དེ་གཉིས་ཟག་པ་དང་བཅས་པ་ཉིད་དུ་ཐལ་བ་མེད་དོ་། ། ཇི་ལྟར་རྒྱས་པར་མི་འགྱུར་བ་དེ་ནི་འོག་ནས་ཕྲ་རྒྱས་བསྟན་པ་ཉིད་དུ་བསྟན་པར་བྱའོ་། ། ཟག་པ་དང་བཅས་པ་དག་བཤད་ཟིན་ཏོ་།,    
15fce665f35a45b0aed567b7955fca74,anāsravāḥ katame |,何者無流法,無漏云何,། ཟག་པ་མེད་པ་རྣམས་གང་ཞེ་ན་།,
834aab7a9f754d5b845607b191316864,anāsravā mārgasatyaṃ trividhaṃ cāpy asaṃskṛtam |,偈曰 無流法聖道 及三種無為,謂道聖諦及三無為,ཟག་མེད་ལམ་གྱི་བདེན་པ་དང་། ། འདུས་མ་བྱས་རྣམ་གསུམ་ཡང་སྟེ་། ། ཞེས་བྱ་བའོ་།,
ba3e3529f4d846ac898483dee265d25e,katamat trividham |,釋曰 何者三無為,何等為三,། རྣམ་གསུམ་གང་ཞེ་ན་།,
05c708426d0e44cb81a0b0ad4e8faa85,ākāśaṃ dvau nirodhau ca,偈曰 虛空及二滅,虛空二滅,ནམ་མཁའ་དང་ནི་འགོག་པ་གཉིས་། ། ཞེས་བྱ་བ་སྟེ་།,
244470fd84e34ab7b5bad1a84c3afa60,katamau dvau |  pratisaṃkhyānirodho ’pratisaṃkhyānirodhaś ca |  ity etad ākāśāditrividham asaṃskṛtaṃ mārgasatyaṃ cānāsravā dharmāḥ |  kiṃ kāraṇam |,釋曰 何者二滅  擇滅非擇滅  如此空等三無為及聖道 說為無流法  何以故,二滅者何  擇非擇滅  此虛空等三種無為及道聖諦名無漏法  所以者何,གཉིས་གང་ཞེ་ན་། སོ་སོར་བརྟགས་པས་འགོག་པ་དང་། སོ་སོར་བརྟགས་པ་མ་ཡིན་པས་འགོག་པ་སྟེ་། དེ་ལྟར་ནམ་མཁའ་ལ་སོགས་པ་འདུས་མ་བྱས་རྣམ་པ་གསུམ་པོ་དེདང་། ལམ་གྱི་བདེན་པ་ནི་ཟག་པ་མེད་པའི་ཆོས་རྣམས་ཏེ་། ,      
9f1912a8fcc14cfdb8db97de6027bc65,na hi teṣv āsravā anuśerata iti |,於中諸流不能眠故,諸漏於中不隨增故,དེ་དག་ལ་ཟག་པ་རྒྱས་པར་འགྱུར་བ་མེད་པའི་ཕྱིར་རོ་།,
f6c72e6cf6004f178e0955f05669b46a,yad etat trividham asaṃskṛtam uddiṣṭam,略說三無為中何者為空,於略所說三無為中,འདུས་མ་བྱས་རྣམ་པ་གསུམ་པོ་བསྟན་པ་གང་ཡིན་པ,
d56078298e5c452c81b0159492ce6c45,tatrākāśam anāvṛtiḥ || 1.5 ||,偈曰 此中空無礙,此中空無礙,དེ་ལ་ནམ་མཁའ་མི་སྒྲིབ་པ་།,
