id,P000822,P000823,P000824,P000825,P000826
2ebea3d4b1904c57809e10142b383856,surapradhānaiḥ paridhāryamāṇo dehāṃśujālair anurañjayaṃs tān |saṃdhyābhrajāloparisaṃniviṣṭaṃ navoḍurājaṃ vijigāya lakṣmyā  || 1.28 ||5,,-,,"28. Carried about by the chief suras, and delighting them with the rays that streamed from his body, he surpassed in beauty the new moon as it rests on a mass of evening clouds."
bc974625aa004e6a8bd048cd7408bf81,ūror yathaurvasya pṛthoś ca hastān māndhātur indrapratimasya mūrdhnaḥ |kakṣīvataś caiva bhujāṃsadeśāt tathāvidhaṃ tasya babhūva janma || 1.10 ||,(26)16優留王股生 17畀偸王手生(27)18曼陀王頂生 19伽叉王腋生(28)菩薩亦如是 誕從右脇生(29)漸漸從胎出 光明普照耀,ཇི་ལྟར་བརླ་སྐྱེས་བརླ་ནས་རྒྱ་ཆེན་ལག་པ་ནས་། ། དབང་པོ་དང་མཚུངས་ང་ལ་ནུ་ནི་སྤྱི་བོ་ནས་། །མཚན་ལྡན་ཉིད་ཀྱང་ལག་པའི་ཆ་ཤས་གསང་བ་ནས་། ། རྣམ་པ་དེ་ལྟར་དེ་ཡི་སྐྱེ་བ་བྱུང་བར་གྱུར་། །,"10. As king Yu-liu was born from the thigh, as king Pi-t’au was born from the hand, as king Man-to was born from the top of the head, as king Kia-k’ha was born from the arm-pit,11. So also was Bodhisattva on the day of his birth produced from the right side; gradually emerging from the womb, he shed in every direction the rays of his glory.","29. As was Aurva’s birth from the thigh, and Prithu’s from the hand, and Mândhâtri’s, who was like Indra himself, from the forehead, and Kakshîvat’s from the upper end of the arm,--thus too was his birth (miraculous)."
a6c4855395414861b7d938f89b7dfab7,krameṇa garbhād abhiniḥsṛtaḥ san babhau cyutaḥ6 khād iva yonyajātaḥ |kalpeṣv anekeṣu ca7 bhāvitātmā yaḥ saṃprajānan suṣuve na mūḍhaḥ || 1.11 ||,(1b1)如從虚空墮 不由於生門(2)修徳無量劫 自知生不20死,མངལ་ནས་མངོན་པར་ངེས་པར་བྱུང་བ་གཟུགས་མཛེས་ཏེ་། ། ནམ ༼༣༽མཁའ་དག་ལས་འཕྲོས་འདྲེ་སྐྱེ་གནས་ལས་མ་སྐྱེས་། །བསྐལ་བ་གཅིག་མིན་རྣམས་སུ་བསྒོམས་པའི་བདག་ཉིད་ནི་། ། གང་ཞིག་ཡང་དག་རབ་ཏུ་ཤེས་ན་སྐྱེས་གྱུར་བླུན་པོ་མིན་། །,"12. As one (born) from recumbent space, and not through the gates of life, through countless kalpas, practising virtue, self-conscious he came forth to life, without confusion.","30. Having thus in due time issued from the womb, he shone as if he had come down from heaven, he who had not been born in the natural way,--he who was born full of wisdom, not foolish, as if his mind had been purified by countless aeons of contemplation."
6c024412eb1c4cb2bfd4c37c501cc608,dīptyā ca dhairyeṇa ca yo8 rarāja bālo ravir bhūmim ivāvatīrṇaḥ |tathātidīpto ’pi nirīkṣyamāṇo jahāra cakṣūṃṣi yathā śaśāṅkaḥ || 1.12 ||,(3)安諦不傾動 明顯妙端嚴(4)晃然21後胎現 猶如日初昇(5)觀察極明耀 而不害眼根(6)縱視而不耀 如觀空中月,ཉི་མ་གཞོན་ནུ་ས་ལམ་མངོན་པར་བབས་པ་བཞིན་། ། གསལ་བ་དང་ནི་བརྟན་པས་གང་ཞིག་མཛེས་པ་སྟེ་། །དེ་ལྟར ༼༤༽ཤིན་ཏུ་གསལ་ཡང་ངེས་པར་རྟོག་པ་ན་། ། རི་བོང་གིས་མཚན་ཇི་ལྟར་མིག་དག་འཕྲོགས་པར་གྱུར་། །,"13. Calm and collected, not falling headlong (was he born), gloriously manifested, perfectly adorned, sparkling with light he came from the womb, as when the sun first rises (from the East).14. (Men) indeed regarded his exceeding great glory, yet their sight remained uninjured: he allowed them to gaze, the brightness of his person concealed for the time, as when we look upon the moon in the heavens.","31. With glory, fortitude, and beauty he shone like the young sun descended upon the earth; when he was gazed at, though of such surpassing brightness, he attracted all eyes like the moon."
b0067f9f78324867b2b74c52a5d6712b,sa hi svagātraprabhayojjvalantyā dīpaprabhāṃ bhāskaravan mumoṣa |mahārhajāmbūnadacāruvarṇo vidyotayām āsa diśaś ca sarvāḥ || 1.13 ||,(7)自身光照耀 如日奪燈明(8)菩薩眞金身 普照亦如是,དེ་ནི་རང་གི་ལུས་ཀྱི་འོད་རབ་འབར་བ་ཡིས་། ། སྒྲོན་མའི་འོད་ཀྱང་གསལ་བར་བྱེད་པ་ལྟར་བཅོམ་སྟེ་། །རིན་ཐང་ཆེན་པོ་འཛམ་བུ་ཆུ་གསེར་མཛེས་པའི་མདོག་། ། ཕྱོགས་རྣམས་ཐམས་ཅད་རྣམ ༼༥༽པར་སྣང་ཞིང་གསལ་བར་མཛད་། །,"15. His body, nevertheless, was effulgent with light, and like the sun which eclipses the shining of the lamp, so the true gold-like beauty of Bodhisattva shone forth and was diffused everywhere.",32. With the radiant splendour of his limbs he extinguished like the sun the splendour of the lamps; with his beautiful hue as of precious gold he illuminated all the quarters of space.
c72639030c6f49afbfa190f4a3f6af9b,anākulāny ubja9samudgatāni niṣpeṣavadvyāyata10vikramāṇi |tathaiva dhīrāṇi padāni sapta saptarṣitārāsadṛśo jagāma || 1.14 ||,(9)正22眞心不亂 23安庠行七歩(10)足下安平趾 炳徹猶七星,འཁྲུགས་པ་མ་ཡིན་ཡོན་པོའི་སྐྱོན་དག་རབ་བསལ་ཞིང་། ། ཤིན་ཏུ་བརྟན་པ་དང་ལྡན་རྣམ་པར་ཡངས་པའི་འགྲོས་། །དེ་ལྟར་མི་གཡོ་རབ་ཏུ་བརྟན་པའི་གོམ་པ་བདུན་། ། དྲང་སྲོང་སྐར་མ་བདུན་དང་རབ་མཉམ་གཤེགས་པར་གྱུར་། །,"16. Upright and firm and unconfused in mind, he deliberately took seven steps, the soles of his feet resting evenly upon the ground as he went, his footmarks remained bright as seven stars.","33. Unflurried, with the lotus-sign in high relief, far-striding, set down with a stamp,--seven such firm footsteps did he then take,--he who was like the constellation of the seven ṛshis."
76944f6899ff4b25b453590455b770f9,bodhāya jāto ’smi jagaddhitārtham antyā bhavotpattir11 iyaṃ mameti |caturdiśaṃ siṃhagatir vilokya vāṇīṃ ca bhavyārthakarīm uvāca || 1.15 ||,(11)獸王師子歩 觀察於四方(12)通達眞實義 堪能如是説(13)此生爲佛生 則爲後邊生(14)我唯此一生 當度於一切,བྱང་ཆུབ་ཕྱིར་དང་འགྲོ་ལ་ཕན ༼༦༽པའི་ཕྱིར་སྐྱེས་ཤིང་། ། འདི་ནི་བདག་གི་སྲིད་པའི་སྐྱེ་བ་ཐ་མ་ཞེས་། །སེང་གེའི་འགྲོས་འདྲ་ཕྱོགས་བཞི་དག་ཏུ་རྣམ་གཟིགས་ནས་། ། སྣོད་ལྡན་རྣམས་ཀྱི་དོན་བྱེད་དག་ཀྱང་སྨྲས་པར་གྱུར་། །,"17. Moving like the lion, king of beasts, and looking earnestly towards; the four quarters, penetrating to the centre the principles of truth, he spake thus with the fullest assurance:18. ’This birth is in the condition of a Buddha; after this I have done with renewed birth; now only am I born this once, for the purpose of saving all the world.’","34. ‘I am born for supreme knowledge, for the welfare of the world,--thus this is my last birth,’ thus did he of lion gait, gazing at the four quarters, utter a voice full of auspicious meaning."
233ab0b55e3c4c45b211cea2d832d132,khāt prasrute candramarīciśubhre dve vāridhāre śiśiroṣṇavīrye |śarīrasaṃsparśasukhāntarāya12 nipetatur mūrdhani tasya saumye || 1.16 ||,(15)應時虚空中 淨水雙流下(16)一温一清涼 灌頂令身樂,ནམ་མཁའ་དག་ལས་རབ་བབས་ཟླ་བའི་འོད་ཟེར་དཀར་། ། གྲང་དང་དྲོ་བའི་ཆུ་རྒྱུན་རྣམ་པ་གཉིས་ཀྱི ༼༧༽ཤུགས་། །ལུས་ལ་ཡང་དག་རེག་པས་བདེ་བ་བསྐྱེད་པའི་ཕྱིར་། ། མཛེས་ཤིང་ཡིད་འོང་དེ་ཡི་སྤྱི་བོར་བབས་པར་གྱུར་། །,"19. And now from the midst of heaven there descended two streams of pure water, one warm, the other cold, and baptized his head, causing refreshment to his body.","35. Two streams of water bursting from heaven, bright as the moon’s rays, having the power of heat and cold, fell down upon that peerless one’s benign head to give refreshment to his body."
4d6085c28eeb48e495e0a9edd33ef06a,śrīmadvitāne kanakojjvalāṅge vaiḍūryapāde śayane śayānam |yadgauravāt kāñcanapadmahastā yakṣādhipāḥ saṃparivārya tasthuḥ || 1.17 ||,(17)安處寶宮殿 臥於琉璃床(18)天王金華手 24奉持床四足,དཔལ་ལྡན་བླ་རེ་བྲེས་པར་གསེར་གྱིས་འབར་ཞིང་མཚན་། ། བེཨེ་དའུརྱ་ཡི་རྐང་པའི་གཟིམས་མལ་ལ་གཟིམས་པ་། །དེ་ལ་གུས་ཕྱིར་གསེར་གྱི་པདམའི་ཕྱག་མངའ་བའི་། ། ༼༣ཨ༡༽གནོད་སྦྱིན་བདག་རྣམས་ཀུན་ནས་ཡོངས་སུ་བསྐོར་ནས་གནས་། །,"20. And now he is placed in the precious palace hall, a jewelled couch for him to sleep upon, and the heavenly kings with their golden flowery hands hold fast the four feet of the bed.","36. His body lay on a bed with a royal canopy and a frame shining with gold, and supported by feet of lapis lazuli, and in his honour the yaksha-lords stood round guarding him with golden lotuses in their hands."
5b3a7ba611514484a74682a5b5536df3,ca13 divaukasaḥ khe yasya prabhāvāt praṇataiḥ śirobhiḥ |ādhārayan pāṇdaram ātapatraṃ bodhāya jepuḥ paramāśiṣaś ca || 1.18 ||,(19)諸天於空中 執持寶蓋侍(20)承威神讃歎 勸發成佛道,མི་མངོན་གྱུར་པའི་ལྷ་རྣམས་ཀྱིས་ཀྱང་ནམ་མཁའ་ལ་། ། གང་གི་མཐུ་ལས་མགོ་བོ་ཡིས་ནི་རབ་བ་ཏུད་ཅིང་། །ཀུན་ནས་གདུང་བ་སྐྱོབ་བའི་གདུགས་དཀར་རྣམས་བཟུང་སྟེ་། ། བྱང་ཆུབ་ཆེད་དུ་མཆོག ༼༢༽གི་བསྔགས་པ་དག་ཀྱང་སྨྲས་། །,"21. Meanwhile the Devas in space, seizing their jewelled canopies, attending, raise in responsive harmony their heavenly songs, to encourage him to accomplish his perfect purpose.","37. The gods in homage to the son of Mâyâ, with their heads bowed at his majesty, held up a white umbrella in the sky and muttered the highest blessings on his supreme wisdom."
e0abd08e313d4f838f08244d90b8ae41,mahoragā dharmaviśeṣatarṣād buddheṣv atīteṣu kṛtādhikārāḥ |yam avyajan bhaktiviśiṣṭanetrā mandārapuṣpaiḥ samavākiraṃś ca || 1.19 ||,(21)諸龍王歡喜 渇仰殊勝法(22)曾奉過去佛 今得値菩薩(23)散25曼陀羅花 專心樂供養(24)如來出興世 26淨居天歡喜,འདས་པའི་སངས་རྒྱས་རྣམས་ལ་ལྷག་པར་མཆོད་བྱས་པའི་། ། ལྟོ་འཕྱེ་ཆེ་རྣམས་ཁྱད་འཕགས་ཆོས་ལ་སྲེད་པའི་ཕྱིར་། །གང་ལ་རླུང་གཡབ་ཀྱིས་གཡབ་གུས་པའི་མིག་གཟིར་ཅིང་། ། མན་དའ་ར་བའི་མེ་ཏོག་རྣམས་ཀྱིས་ཡང་དག་འཐོར་། །,"22. Then the Nâga-râgas filled with joy, earnestly desiring to show their reverence for the most excellent law, as they had paid honour to the former Buddhas, now went to meet Bodhisattva; 23. They scattered before him Mandâra flowers, rejoicing with heartfelt joy to pay such religious homage; (and so, again,) Tathâgata having appeared in the world, the Suddha angels rejoiced with gladness;","38. The great dragons in their great thirst for the Law,--they who had had the privilege of waiting on the past Buddhas,--gazing with eyes of intent devotion, fanned him and strewed Mandâra flowers over him."
c05acb2e403d43b1b89e0683b6730748,tathāgatotpādaguṇena tuṣṭāḥ śuddhādhivāsāś ca viśuddhasattvāḥ |devā nanandur vigate ’pi rāge magnasya duḥkhe jagato hitāya || 1.20 ||,(25)已除愛欲歡 爲法而欣悦(26)衆生沒苦海 令得解脱故,དེ་བཞིན་གཤེགས ༼༣༽པ་བལྟམས་པའི་ཡོན་ཏན་གྱིས་ཚིམ་པའི་། ། གཙང་མར་ལྷག་པར་གནས་པའི་རྣམ་དག་སེམས་ཅན་རྣམས་། །སྡུག་བསྔལ་ཉིད་དུ་བྱིང་བའི་འགྲོ་ལ་ཕན་པའི་ཕྱིར་། ། ལྷ་རྣམས་འདོད་ཆགས་བྲལ་བ་ན་ཡང་དགའ་བར་གྱུར་། །,"24. With no selfish or partial joy, but for the sake of religion they rejoiced, because creation, engulfed in the ocean of pain, was now to obtain perfect release.","39. Gladdened through the influence of the birth of the Tathâgata, the gods of pure natures and inhabiting pure abodes were filled with joy, though all passion was extinguished, for the sake of the world drowned in sorrow."
3f36847e64c84dfba714e26548b0c3f5,yasya prasūtau14 girirājakīlā vātāhatā naur iva bhūś cacāla |sacandanā cotpalapadmagarbhā papāta vṛṣṭir gaganād15 anabhrāt || 1.21 ||,(27)須彌寶山王 堅持此大地(28)菩薩出興世 功徳風所飄(29)普皆大震動 如風鼓浪舟,གང་གིས་རབ་ཏུ་བལྟམས་ཚེ་རི་རྒྱལ་ཕུར་པུ་ཉིད་། ། རླུང་གིས ༼༤༽བསྣུན་པའི་གྲུ་ལྟར་ས་གཞི་གཡོས་གྱུར་ཞིང་། །ཙནདན་དང་བཅས་ཨཽཏཔལ་པདམའི་སྙིང་པོ་ཡི་། ། ཆར་པ་དག་ནི་ནམ་མཁའི་སྤྲིན་དང་བྲལ་ལས་བབས་། །,"25. Then the precious Mountain-râga, Sume(ru), firmly holding this great earth when Bodhisattva appeared in the world, was swayed by the wind of his perfected merit.","40. When he was born, the earth, though fastened down by (Himâlaya) the monarch of mountains, shook like a ship tossed by the wind; and from a cloudless sky there fell a shower full of lotuses and water-lilies, and perfumed with sandalwood."
dadd865a9df6490ca9d9846a13afadc2,vātā vavuḥ sparśasukhā manojñā divyāni vāsāṃsy avapātayantaḥ |sūryaḥ sa evābhyadhikaṃ cakāśe jajvāla saumyārcir anīrito ’gniḥ || 1.22 ||,(1c1)27栴檀細末香 衆寶蓮花藏(2)風吹隨空流 繽紛而亂墜」,ཡིད་འོང་རེག་ན་བདེ་བའི་རླུང་དག་བྱུང་གྱུར་ཏེ་། ། ལྷ་ཡིན་ན་བཟའ་དག་ནི་མངོན་པར་འབེབས་བྱེད་ཅིང་། །ཉི་མ་དེ་ཉིད་ལྷག་པར་མངོན་པར ༼༥༽གསལ་བ་སྟེ་། ། ཞི་བའི་འོད་ཟེར་འདུས་མ་བྱས་པའི་མེ་འབར་རོ་། །,"26. On every hand the world was greatly shaken, as the wind drives the tossing boat; so also the minutest atoms of sandal perfume, and the hidden sweetness of precious lilies,","41. Pleasant breezes blew soft to the touch, dropping down heavenly garments; the very sun, though still the same, shone with augmented light, and fire gleamed, unstirred, with a gentle lustre."
91492c14ad0e4c6e9b0044f94805fa86,prāguttare cāvasathapradeśe kūpaḥ svayaṃ prādur abhūt sitāmbuḥ |antaḥpurāṇy āgatavismayāni yasmin kriyās tīrthae iva pracakruḥ || 1.23 ||,(3)天衣從空下 觸身生妙樂(4)日月如常度 光耀倍増明,ཤར་དང་བྱང་གི་མཚམས་ཀྱི་ཁང་པའི་ཕྱོགས་གཅིག་ན་། ། བསིལ་བའི་ཆུ་ཡི་ཁྲོན་བ་རང་བྱུང་གྱུར་པ་སྟེ་། །ཕོ་བྲང་བཙུན་མོའི་འཁོར་རྣམས་ཡ་མཚན་གྱུར་རྣམས་ཀྱིས་། ། གང་ལ་བྱ་བ་རྣམས་ནི་སྟེགས་བཞིན་རབ་ཏུ་བྱས་། །,"27. Floated on the air and rose through space and then commingling came back to earth; so again the garments of Devas descending from heaven touching the body, caused delightful thrills of joy;","42. In the north-eastern part of the dwelling a well of pure water appeared of its own accord, wherein the inhabitants of the gynaeceum, filled with wonder, performed their rites as in a sacred bathing-place."
d7fcb6e115c54393b6acffb76a46b792,dharmārthibhir bhūtagaṇaiś ca divyais taddarśanārthaṃ vanam āpupūre16 |kautūhalenaiva ca pādapebhyaḥ17 puṣpāṇy akāle ’pi ...18 || 1.24 ||,(5)世界諸火光 無薪自炎熾(6)淨水清涼井 前後自然生,༼༦༽ཆོས་དང་ལྡན་པའི་ལྷ་དང་འབྱུང་པོའི་ཚོགས་རྣམས་ཀྱིས་། ། དེ་ནི་ལྟ་བའི་དོན་དུ་ནགས་ཚལ་རབ་གང་སྟེ་། །རྨད་བྱུང་ངོ་མཚར་གྱུར་པ་ཉིད་ཀྱི་ཤིང་ལས་ཀྱང་། ། མེ་ཏོག་རྣམས་ནི་དུས་མ་ཡིན་པར་ངེས་པར་བྲུལ་། །,"28. The sun and moon with constant course redoubled the brilliancy of their light, whilst in the world the fire’s gleam of itself prevailed without the use of fuel.","43. Through the troops of heavenly visitants, who came seeking religious merit, the pool itself received strength to behold Buddha, and by means of its trees bearing flowers and perfumes it eagerly offered him worship."
