id,P000863,P000864,P000865
5be0fbd66858461ba5f8c10006dfb8ab,29 (2.9)  appamatto pamattesu suttesu bahujāgaroabalassaṃ’va sīghasso hitvā yāti sumedhaso.,"562c9-16, 570c13-14 ::: (9) 居亂而身正 彼爲獨覺悟(10) 是力過師子 棄惡爲大智((11) 睡眠重若山 癡冥爲所弊(12) 安臥不計苦 是以常受胎(13) 不爲時自恣 能制漏得盡(14) 自恣魔得便 如師子搏鹿(15) 能不自恣者 是爲戒比丘(16) 彼思正淨者 常當自護心(13) 不自放恣 從是多寤羸馬比良 (14) 棄惡爲賢","29 Earnest among the thoughtless, awake among the sleepers, the wise man advances like a racer, leaving behind the hack."
2025581c3e3a4f168a8e81fa38184f76,30 (2.10)  appamādena maghavā devānaṃ seṭṭhataṃ gatoappamādaṃ pasaṃsanti pamādo garahito sadā.,,30 By earnestness did Maghavan (Indra) rise to the lordship of the gods. People praise earnestness; thoughtlessness is always blamed.
07d040e04acc4beabacf23d568af4e3a,31 (2.11)  appamādarato bhikkhu pamāde bhaya dassivāsaṃyojanaṃ aṇuṃ thūlaṃ ḍahaṃ aggīva gacchati.,(17) 比丘謹愼樂 放逸多憂(18) 變諍小致大 積惡入火焔,"31 A Bhikshu (mendicant) who delights in earnestness, who looks with fear on thoughtlessness, moves about like fire, burning all his fetters, small or large."
dc70af203f30487bb387484630db9e06,32 (2.12)  appamādarato bhikkhu pamāde bhaya dassivāabhabbo parihāṇāya nibbāṇasseva santike.,(19) 守戒福致善 犯戒有懼心(20) 能斷三界漏 此乃近泥洹((562c26) 生不施惱 死而不慼(27) 是見道悍 應中勿憂),"32 A Bhikshu (mendicant) who delights in reflection, who looks with fear on thoughtlessness, cannot fall away (from his perfect state)--he is close upon Nirvana."
069b815af9f14de7979cbff9aae908e2,appamādavaggo dutiyo.,,
fe9c1b963ad243b48794543e0f268abc,3. cittavaggo.,(563a1) 心意品法句經第十一十有二章 (2) 心意品者。説意精神雖空無形造作無 (3) 竭,Chapter III: Thought
76a39c16d5f94a24a9f2040b48963423,33 (3.1)  phandanaṃ capalaṃ cittaṃ durakkhaṃ dunnivārayaṃujuṃ karoti medhāvī usukāro’va tejanaṃ.,(4) 意使作㺃 難護難禁慧正其本 (5) 其明乃大,"33 As a fletcher makes straight his arrow, a wise man makes straight his trembling and unsteady thought, which is difficult to guard, difficult to hold back."
f8b701a1c1f14c0283f5646cd7f37431,34 (3.2)  vārijo’va thale khitto okamokata ubbhatopariphandatidaṃ cittaṃ māradheyyaṃ pahātave.,,"34 As a fish taken from his watery home and thrown on dry ground, our thought trembles all over in order to escape the dominion of Mara (the tempter)."
72cd7ded33ed4e3caa1bcd6d75a7a4db,35 (3.3)  dunniggahassa lahuno1 yatthakāmanipātinocittassa damatho sādhu cittaṃ dantaṃ sukhāvahaṃ.,輕躁難持 唯欲是從(6) 制意爲善 自調則寧,"35 It is good to tame the mind, which is difficult to hold in and flighty, rushing wherever it listeth; a tamed mind brings happiness."
911090b82c8c49e989191f598783d2bb,36 (3.4)  sududdasaṃ sunipunaṃ yatthakāmanipātinaṃcittaṃ rakkhetha medhāvī cittaṃ guttaṃ sukhāvahaṃ.,意微難見 (7) 隨欲而行慧常自護 能守即安,"36 Let the wise man guard his thoughts, for they are difficult to perceive, very artful, and they rush wherever they list: thoughts well guarded bring happiness."
50e7d74dc4b443fdbf321b7317703b2b,37 (3.5)  dūraṅgamaṃ ekacaraṃ asarīraṃ kuhāsayaṃye cittaṃ saññamessanti mokkhanti mārabandhanā.,(8) 獨行遠逝 覆藏無形損意近道 (9) 魔繋乃解,"37 Those who bridle their mind which travels far, moves about alone, is without a body, and hides in the chamber (of the heart), will be free from the bonds of Mara (the tempter)."
310bbe504ddc40d7a06ec16cc3ed7540,38 (3.6)  anavaṭṭhitacittassa saddhammaṃ avijānatoparipalavapasādassa paññā na paripūrati.,心無住息 亦不知法(10) 迷於世事 無有正智,"38 If a man’s thoughts are unsteady, if he does not know the true law, if his peace of mind is troubled, his knowledge will never be perfect."
fbd3e8b15a0747689dfd7f6675a924db,39 (3.7)  anavassutacittassa ananavāhatacetasopuññapāpapahīṇassa natthi jāgarato bhayaṃ.,念無適止 (11) 不絶無邊福能遏惡 覺者爲賢((12) 佛説心法 雖微非眞當覺逸意 (13) 莫隨放心 見法最安 所願得成(14) 慧護微意 斷苦因緑,"39 If a man’s thoughts are not dissipated, if his mind is not perplexed, if he has ceased to think of good or evil, then there is no fear for him while he is watchful."
0c8c988cfd1949ab82677d884ef3c055,40 (3.8)  kumbhūpamaṃ kāyamimaṃ viditvā nagarūpamaṃ cittamidaṃ ṭhapetvāyodhetha māraṃ paññāyudhena jitañca rakkhe anivesano siyā.,: 藏六如龜 (19) 防意如城慧與魔戰 勝則無患,"40 Knowing that this body is (fragile) like a jar, and making this thought firm like a fortress, one should attack Mara (the tempter) with the weapon of knowledge, one should watch him when conquered, and should never rest."
f08f75852cfa4e13af6b5d2b18df70d8,41 (3.9)  aciraṃ vatayaṃ kāyo paṭhaviṃ adhisessatichuddho apetaviññāṇo niratthaṃ’va kaliṅgaraṃ.,有身不久 (15) 皆當歸土形壞神去 寄住何貪,"41 Before long, alas! this body will lie on the earth, despised, without understanding, like a useless log."
24fc9c29e4244ea6a7d8f7e843192df2,42 (3.10)  diso disaṃ yantaṃ kayirā verī vā pana verinaṃmicchāpaṇihitaṃ cittaṃ pāpiyo naṃ tato kare.,(16) 心豫造處 往來無端念多邪僻 (17) 自爲招惡,"42 Whatever a hater may do to a hater, or an enemy to an enemy, a wrongly-directed mind will do us greater mischief."
223b8b3b83b04825b1d1192271993346,43 (3.11)  na taṃ mātā pitā kayirā aññe vā pi ca ñātakāsammāpaṇihitaṃ cittaṃ seyyaso naṃ tato kare.,是意自造 非父母爲(18) 可勉向正 爲福勿回,"43 Not a mother, not a father will do so much, nor any other relative; a well-directed mind will do us greater service."
0d38b0d68eb245609a7aa0ccd35b5578,cittavaggo tatiyo.,,
f5685d994775451aa2ad6700aba40119,4. pupphavaggo.,(20) 華香品法句經第十二十有七章 (21) 華香品者。明學當行因華見實使僞反 (22) 眞,Chapter IV: Flowers
7c81693e6e8c4d81a215de779c48f7d9,44 (4.1) ko imaṃ paṭhaviṃ vicessati*yamalokañca imaṃ sadevakaṃko dhammapadaṃ sudesitaṃkusalo pupphamiva pacessati.,(23) 孰能擇地 捨鑑取天誰説法句 (24) 如擇善華,"44 Who shall overcome this earth, and the world of Yama (the lord of the departed), and the world of the gods? Who shall find out the plainly shown path of virtue, as a clever man finds out the (right) flower?"
6da9160dfb294b1591dfb41b082875ec,45 (4.2)  sekho paṭhaviṃ vicessatiyamalokañca imaṃ sadevakaṃsekho dhammapadaṃ sudesitaṃkusalo pupphamiva pacessati.,學者擇地 捨鑑取天(25) 善説法句 能採徳華(知世坏喩 (26) 幻法忽有斷魔華敷 不覩生死),"45 The disciple will overcome the earth, and the world of Yama, and the world of the gods. The disciple will find out the plainly shown path of virtue, as a clever man finds out the (right) flower."
729e95edb31c4c97aa080c1ba933def8,46 (4.3) pheṇūpamaṃ kāyamimaṃ viditvāmarīcidhammaṃ abhisambudhānochetvāna mārassa papupphakāniadassanaṃ maccurājassa gacche.,(27) 見身如沫 幻法自然斷魔華敷 (28) 不覩生死,"46 He who knows that this body is like froth, and has learnt that it is as unsubstantial as a mirage, will break the flower-pointed arrow of Mara, and never see the king of death."
9813836d1aa7404bb89cc99942faf3ba,47 (4.4)  pupphāni heva pacinantaṃ byāsattamanasaṃ naraṃsuttaṃ gāmaṃ mahogho’va maccu ādāya gacchati.,身病則萎 若華零落(29) 死命來至 如水湍驟,"47 Death carries off a man who is gathering flowers and whose mind is distracted, as a flood carries off a sleeping village."
5e43a981cdc049238cc8d1a82557ee09,48 (4.5)  pupphāni heva pacinantaṃ byāsattamanasaṃ naraṃatittaṃ yeva kāmesu antako kurute vasaṃ.,貪欲無厭 (563b1) 消散人念邪致之財 爲自侵欺,"48 Death subdues a man who is gathering flowers, and whose mind is distracted, before he is satiated in his pleasures."
c6d549e1b9654553841cb9e2e5445eca,49 (4.6)  yathāpi bhamaro pupphaṃ vaṇṇagandhaṃ aheṭhayaṃpaḷeti rasamādāya evaṃ gāme munī care.,(2) 如蜂集華 不嬈色香但取昧去 (3) 仁入聚然,"49 As the bee collects nectar and departs without injuring the flower, or its colour or scent, so let a sage dwell in his village."
3c457ae1a9ec4895897c9ccd9a4d8449,50 (4.7)  na paresaṃ vilomāni na paresaṃ katākataṃattano’va avekkheyya katāni akatāni ca.,不務觀彼 作與不作(4) 常自省身 知正不正,"50 Not the perversities of others, not their sins of commission or omission, but his own misdeeds and negligences should a sage take notice of."
fe3edbd369dc4a74899d79a94ee5c0c3,51 (4.8)  yathāpi ruciraṃ pupphaṃ vaṇṇavantaṃ agandhakaṃevaṃ subhāsitā vācā aphalā hoti akubbato.,如可意華 (5) 色好無香工語如是 不行無得,"51 Like a beautiful flower, full of colour, but without scent, are the fine but fruitless words of him who does not act accordingly."
7a452af2026640d5b9bcb1f48cad9da7,52 (4.9)  yathāpi ruciraṃ pupphaṃ vaṇṇavantaṃ sagandhakaṃevaṃ subhāsitā vācā saphalā hoti pakubbato.,(6) 如可意華 色美且香工語有行 (7) 必得其福,"52 But, like a beautiful flower, full of colour and full of scent, are the fine and fruitful words of him who acts accordingly."
f52818c44eee4f1892714234dab216e1,53 (4.10)  yathāpi ppupharāsimhā kayirā mālākuṇe bahūevaṃ jātena maccena kattabbaṃ kusalaṃ bahuṃ.,多作寶花 結歩搖綺(8) 廣積徳者 所生轉好,"53 As many kinds of wreaths can be made from a heap of flowers, so many good things may be achieved by a mortal when once he is born."
da5acb08f83f4f89a2006817345745a4,54 (4.11)  na pupphagandho paṭivātameti na candanaṃ tagaramallikā vāsatañca gandho paṭivātameti sabbā disā sappuriso pavāti.,奇草芳花 (9) 不逆風熏近道敷開 徳人逼香,"54 The scent of flowers does not travel against the wind, nor (that of) sandal-wood, or of Tagara and Mallika flowers; but the odour of good people travels even against the wind; a good man pervades every place."
afc1836ba7f949e2b8b08a47db7413cd,55 (4.12)  candanaṃ tagaraṃ vāpi uppalaṃ atha vassikīetesaṃ gandhajātānaṃ sīlagandho anuttaro.,(10) 旃檀多香 青蓮芳花雖曰是眞 (11) 不如戒香,"55 Sandal-wood or Tagara, a lotus-flower, or a Vassiki, among these sorts of perfumes, the perfume of virtue is unsurpassed."
bae58e9714a14880b93d3e7514642cb7,56 (4.13)  appamatto ayaṃ gandho yāyaṃ tagaracandanīyo ca sīlavataṃ gandho vāti devesu uttamo.,華香氣微 不可謂眞(12) 持戒之香 到天殊勝,56 Mean is the scent that comes from Tagara and sandal-wood;--the perfume of those who possess virtue rises up to the gods as the highest.
3afc69d69af74c6282d16253deeea358,57 (4.14)  tesaṃ sampannasīlānaṃ appamādavihārinaṃsammadaññā vimuttānaṃ māro maggaṃ na vindati.,戒具成就 (13) 行無放逸定意度脱 長離魔道,"57 Of the people who possess these virtues, who live without thoughtlessness, and who are emancipated through true knowledge, Mara, the tempter, never finds the way."
001704b9eae84278bf385467182fb6c7,58 (4.15)  yathā saṅkāradhānasmiṃ ujjhitasmiṃ mahāpathepadumaṃ tattha jāyetha sucigandhaṃ manoramaṃ.,(14) 如作田溝 近于大道中生蓮華 (15) 香潔可意,58 See next
fac9a04fca1b4d34bc9319dc5dfbf970,59 (4.16)  evaṃ saṅkārabhūtesu andhabhūte puthujjaneatirocati paññāya sammāsambuddhasāvako.,有生死然 凡夫處邊(16) 慧者樂出 爲佛弟子,"59 As on a heap of rubbish cast upon the highway the lily will grow full of sweet perfume and delight, thus the disciple of the truly enlightened Buddha shines forth by his knowledge among those who are like rubbish, among the people that walk in darkness."
ad41d165ae0f4dda8dbef02a00aba787,pupphavaggo catuttho.,,
1e4f76eebbbc4f19ac7feec8af668af5,5. bālavaggo.,(17) 愚闇品法句經第十三二十有一章 (18) 愚闇品者。將以開曚故陳其態欲使 (19) 闚明,Chapter V: The Fool
8a341aa1720b4d69a2d8b181032c2b0b,60 (5.1)  dīghā jāgarato ratti dīghaṃ santassa yojanaṃdīgho bālānaṃ saṃsāro saddhamma avijānataṃ.,(20) 不寐夜長 疲惓道長愚生死長 (21) 莫知正法,60 Long is the night to him who is awake; long is a mile to him who is tired; long is life to the foolish who do not know the true law.
041a2ea5dede4b70a03e8db5384bb002,61 (5.2)  carañce nādhigaccheyya seyyaṃ sadisamattanoekacariyaṃ daḷhaṃ kayirā natthi bāle sahāyatā.,癡意常冥 逝如流川(22) 在一行彊 獨而無偶,"61 If a traveller does not meet with one who is his better, or his equal, let him firmly keep to his solitary journey; there is no companionship with a fool."
7b3d6042b01245698762eec2688d0db9,62 (5.3)  puttā matthi dhanammatthi iti bālo vihaññatiattā hi attano natthi kuto puttā kuto dhanaṃ.,(24) 有子有財 愚惟汲汲我且非我 (25) 何憂子財,"62 ""These sons belong to me, and this wealth belongs to me,"" with such thoughts a fool is tormented. He himself does not belong to himself; how much less sons and wealth?"
d1142869435f4fc5a0a63b26ae8e521f,63 (5.4)  yo bālo maññati bālyaṃ paṇaḍito vā’pi tena sobālo ca paṇḍitamānī sa ve bālo’ti vuccati.,(26) 愚曚愚極 (27) 自謂我智愚而勝智 是謂極愚,"63 The fool who knows his foolishness, is wise at least so far. But a fool who thinks himself wise, he is called a fool indeed."
7e676c13060349cb833af76566315e23,64 (5.5)  yāvajīvampi ce bālo vaṇḍitaṃ payirupāsatina so dhammaṃ vijānāti dabbī sūparasaṃ yathā.,(28) 頑闇近智 如瓢斟味雖久狎習 (29) 猶不知法,"64 If a fool be associated with a wise man even all his life, he will perceive the truth as little as a spoon perceives the taste of soup."
0267b0e6fe1240adb7130921370ce5c9,65 (5.6)  muhuttampi ce viñ paṇḍitaṃ payirupāsatikhippaṃ dhammaṃ vijānāti jivhā sūparasaṃ yathā.,開達近智 如舌甞味(563c1) 雖須臾習 即解道要,"65 If an intelligent man be associated for one minute only with a wise man, he will soon perceive the truth, as the tongue perceives the taste of soup."
6e50b64b9f294b718fcabc9fa72e34ab,66 (5.7)  caranti bālā dummedhā amitteneva attanākarontā pāpakaṃ kammaṃ yaṃ hoti kaṭukapphalaṃ.,"563b22-23, c1-2 ::: 愚人着數 (23) 憂慼久長與愚居苦 於我猶怨(1)愚人施行 (2) 爲身招患快心作惡 自致重殃","66 Fools of little understanding have themselves for their greatest enemies, for they do evil deeds which must bear bitter fruits."
25c3c85c59d042e196404ad102972383,67 (5.8)  na taṃ kammaṃ kataṃ sādhu yaṃ katvā nānutappatiyassa assumukho rodaṃ vipākaṃ paṭisevati.,"563c3-4, 565a10-11 ::: (3) 行爲不善 退見悔悋致涕流面 (4) 報由宿習(10) 戲笑爲惡 (11) 以作身行號泣受報 隨行罪至","67 That deed is not well done of which a man must repent, and the reward of which he receives crying and with a tearful face."
454d60e7ecdf4e0da64482f3e00aaa93,68 (5.9)  tañca kammaṃ kataṃ sādhu yaṃ katvā nānutappatiyassa patīto sumano vipākaṃ paṭisevati.,行爲徳善 進覩歡喜(5) 應來受福 喜笑悦習,"68 No, that deed is well done of which a man does not repent, and the reward of which he receives gladly and cheerfully."
78b4a0fd534f4b94adacb05c4c99b37a,69 (5.10)  madhuvā maññati bālo yāva pāpaṃ na paccatiyadā ca paccati pāpaṃ atha bālo dukkhaṃ nigacchati.,過罪未熟 (6) 愚以恬惔至其熟處 自受大罪((7) 愚所望處 不謂適苦臨墮厄地 (8) 乃知不善,"69 As long as the evil deed done does not bear fruit, the fool thinks it is like honey; but when it ripens, then the fool suffers grief."
bcc15d8b7beb4824baa4894bab4cc395,70 (5.11)  māse māse kusaggena bālo bhuñjetha bhojanaṃna so saṅkhatadhammānaṃ kalaṃ agghati soḷasiṃ.,愚好美食 (10) 月月滋甚於十六分 未一思法,"70 Let a fool month after month eat his food (like an ascetic) with the tip of a blade of Kusa grass, yet he is not worth the sixteenth particle of those who have well weighed the law."
04b19c1d70334db6b473a96a49943183,71 (5.12)  na hi pāpaṃ kataṃ kamma sajju khīraṃ’va muccatiﬂahantaṃ bālamanveti bhasmacchanno’va pāvako.,: 惡不即時 如搆牛乳(10) 罪在陰祠 如灰覆火,"71 An evil deed, like newly-drawn milk, does not turn (suddenly); smouldering, like fire covered by ashes, it follows the fool."
