id,P002011
388e12b072b84879befe2ba3665ec358,2374/1/9recto1 ayaṃ prajñāpāramitā vyocāritā bhavati + ...2 ninnāyaṃ subhūti saṃtatīyaṃ ākāśapro ...3 ap(ra)māṇā ◯ hi s(u)bh(ū)ti sarv(va)j(ñ)ā + ...verso3 + + .r. + + + + .(v)v. + + + + + + ...4 nam indro sardhdhaṃ kāmāvacarehi deve ...5 tathāgatasyarhato saṃmyasaṃbuddhas(ya) ...
f8699d9ec90a4286a6c4a5b036b9837f,"2374/1/8, 2376/23, 2374/1/30recto1 /// + + + sakāṃ ca devāṃ etad avoca eva + + + + + + + + + + /// + + + + + .. .. .. ///2 /// + + + ttarāṃ samyāsaṃbodhiṃ abhisaṃ + + + + + + + .uk. + + + + .t. + /// + .. yaṃ dharmo abhisaṃ .. ///3 /// + + d. vaputrā gaṃbhīratā dharmasya ◊ āk. + + + + .. yaṃ gaṃbhīro yaṃ dh. /// r. yan dharmo sarvadharma ā ///4 /// + .utte śakkro devānam indro kāmāvacar. + + vā brahmā ca sahaṃ + + /// taṃ etad avocā aśca ///5 /// .. naṃ ayaṃ dharmo deśīyati ug.ahe ca + ka carati ❀ deva + + /// + + + + + + + + ///verso1 /// yan dha.mo ◊ kahañ ca prat.hanyata ◊ ap. + + hatalakṣaṇo vadayaṃ + + /// + + + + + + + + ///2 /// p.. tyarthikatāyaṃ. apado cāyaṃ. bhagava + + anabhinirvṛttatvā an. + + /// + palabdhīto ◊ apatho bh. ///3 /// + + + rā rūpāvacarā ca devaputrā bh. + + + e}tad avoca ◊ anujāto /// ryo subhūtis thero ◊ tat ki ///4 /// + + + v. nam indraṃ brāhmā ca sahaṃ. + + + + + .āvacarāṃ r. pā .. + /// + yaṃ devaputrā ev.ṃ ///5 /// + + + anugato subhūti thero anujā + + + + + + + + + + + + + /// + + .i + + + + + ///"
6cd4141a95d842158a1208bc07b67090,2378/93brectoa /// + v. k. bhū .. + + ///b /// etad avoca yathā pi ///c /// ṇamitrehi .i .. + ///d /// ..ṃ yogam ā + + ///versoa /// + .. . y. r. + + ///b /// mitā durabhisaṃ + + ///c /// devaputrā evam et. ///d /// + duṣprajñehi .. +///
fc7b46f22f5e4f75aa57c55cd1c10ff4,2374/1/1rectoa ... + + + + + + + + + + + + + + + .v. + + + ...b ... ddhasya dharmān deśay(aṃtas)y(a na kāṅkṣa)ti na vicikitsat(i) eva(ṃ)c ... (ā)h(a) ◊ śrāvakasya pi dharmān deśayaṃtasya na k(ā)ṅkṣati na vici ...d ... + + + .. .. ..ṃ .. + .. .. + + + + + + ...versoa ... + + + + + + .. .. + + + .. .. + + + + + + ...b ... mitāpratisaṃyuktāni sūcetavyāni ◊ evaṃ vutte bhag. ...c ... mittasya apraṇihi(tasya ana)bh(i)saṃskārasya anutpāda(sya) ...d ... + + + + + + + + + + + + ..ṃ + + .i + + + +
affa3ed613f643a4ab0fa8e5e3468174,2374/1/24recto2 ktāyaṃ ◊ śikṣati carati yogam (ā)p(ad)y(at). + + + + + + ...3 paryaṃto yam idaṃ prajñāpāramitāpratisaṃyu(k)t. + + ...4 tiṣṭaṃto dānaṃ dadyā ayam eva tena viśiṣyati ◊ yo .. ...5 nadīvālikāsamāṃ kalpāṃ tiṣṭaṃto ◊ srotāpanneṣu d. ...verso1 yathopad(i)ṣṭ(ā)y(aṃ) prajñāp(ā)r(a)m(i)tā(yaṃ) ekad(i)v(a)s(ā)pi ...2 ramitāvirahito gaṅganadīvalikāsamāṃ kalpāṃ srotā ...3 yac ca bodhi ◯ satvo mahāsatvo prajñāpāramitā .. ...4 bodhisatvo mahāsatvo ◯ tena p.. .i + ... 5 bh(av)iṣ(yat)i .. .. .. + + + + + + + + + + + ...
53563d0d91d14e9d8428ffe1505a67c9,"2374/3/20, 2374/1/46recto1 ... (p)r(a)savati ya .. + + + + + ... tāya(ṃ) parigṛhito ta pra2 ...  dhisatvo mahāsatvo bahutaraṃ ... abhisaṃskāro kalpitako3 ... ◊ āha so pi subhūti p. + + + ... vākhyāyati riktako ti4 ... + + + ti ya + + + + + + ... + + h(ā)satvo av(i)rahiverso2 ... + + + pr(ame) + + + + + ... + + (j)ñ(ai)v(a) sa(ā)skār ...3 ... yeva subhūti ◊ apram e + + + ... ... āha kisya puna ea bhagavaṃ4 ... .. canaṃ aprameyaṃ ti ◊ ānimi ... (ā)ha kiṃ puna bhagavaṃ śuṇya5 ... vacanaṃ apra(meya)ṃ (t)i + + + ... ti na mayā sarvvadharmā"
b4928c1199604346abcddda7ed887fe1,2374/33recto1 ... + + r(āṃ) t(āṃ) c(i)ttutpādāṃ ◊ tāni kuśalamū ...2 ... + + r(a)ṃtasya prajñāpāramitāṃ bhāvay ....3 ... ś(ī)la pāramitā ti sā śīlaṃ sa .. 4 ... .. ti ◊ puna-d-aparaṃ subhūti (bodh)is. ...5 + + + yati ti + + + + + + + ...verso1 ... + + + + p(ā)r(a)m(i) + + + + + + ...2 ... v(a)ti ◊ ayaṃ vī(rya)p(ā)r(a)m(i) + + ...3 ... tāṃ cittutpādaṃ ◊ tāni kuśalamūlāni ...4 ... y(ā)ṃ caraṃtasya ◊ prajñāpāramitāṃ bhā ...5 ... + .. yam idan dhyānapāramitā ti sa ...
3bbb360a48a34046b0f43f0071e894d8,2375/49drecto(?)a /// + + + + + + .. + ///b /// + + eva. vutte bhag. ///c /// ānimitte ca carati + ///⟪pratyeka⟫d /// + .. .. + .. +te + ///verso(?)a /// + + .v. + + .. p .. r. ///b /// m. dhivimokṣamukhaṃ .. ///c /// + ..ṃ tasya sarvas. ///d /// + + + + l. .. + + ///
7206d0314695491f83e226d6e7919331,"2374/1/19, 2374/1/20recto1 ... + + + + + + + d(aṃ) subhūti ◊ āha (k)iṃ ...2 ... + + (n)no h(i)daṃ subhūti ◊ āha (k)iṃ + + ...3 ... nno hidaṃ subhūti ◊ āha + + + + + ....4 ... t(i) prajñāpāramitāyaṃ + + + + + + ...verso1 ... ha kiṃ puna bhagavān yā + + + + + ...2 ... mitāyaṃ ◊ āha nno hidaṃ + + + ...3 ... + .. saṃskāra ◊ anyatra vijñā + + ...4 ... + + + + + t(e) bhagavaṃ āyu(ṣ)m. .. ."
3b9b6bde067e41fc82aee4063365352f,Appendix: Tiny fragments and those which cannot be integrated with certainty
f2da2e8e95a845eaa13705486f9292a1,a. Identified fragments
7f12b3a5c0194f5fb4aac0ab92c3e868,ch. 10 (?)2374/1/6recto2 + + + + .ch. + + ///3 draṃ etad a(v)o ++ ///4 pravartiyā + ///5 bodhisatvo e ///verso1 kariṣyaṃti tathāgatad. ///2 upanamiṣy. + + ///3 gam āpady(a/aṃt)i + + ///4 .. .. + + + + + ///
bf1abbc3744f40ed82e62c86ec05d363,ch. 10 (?)2374/3/13Aa /// + + c. pu + ///b /// h. mahāsamu ///Ba /// v(a)m ev(a) bh(a)g(a)va ///b /// + .. ti yo .. + ///
eb35882c41a740f0b77774fa703ff9f9,ch. 14 (?)2374/20crectoa /// nac chandam. ///b /// yeṣaṃ pu ///versoa /// udakaṃ pari ///b /// tvasya mahā ///
5767d3333d0d4c5ba969bc0bc415f05f,ch. 14 (?)2374/1/28recto1 /// .. pr(e)myaṃ asti pras. ///2 /// + virahito + + ///verso4 /// + myāsa(ṃ)bo + + ///5 /// .. pratibalo an. ///
083c285444d6464288affe4ec983528a,ch. 18 (?)2374/20bAa /// + + + + .. r/k. .. .. n. + + + ///b /// .. dharmadānaṃ datvā agradānaṃ .. ///Ba /// .. k. k(a)lp. so bodhisatvo m. .. ///b /// + pady ati upaparik(ṣa)ti upa ///
08260af1e4bf47f0a7f111ff802ea1c2,ch. 18 (?)2374/20erectoa /// m(e)yatāpi sā ◊ t. ///b /// nimittaṃ vā a ///versoa /// + .. + .. + + ///b /// t(i) ◊ ayaṃ dānapā ///
55412643769546eb9c86ed4f31517400,ch. 30 (?)2374/20arectoa /// + + + y(e)ṣṭ. .. + + ///b /// .. ddhamanasikāraṃ utp. ///c /// + + l. + ...? + + + .i /// versoa /// ṇy(a)tānimitta apr. ///b ///.i varjitena .. + ///
89a4685fcbfb4640a9e5897cfd47b9c0,ch. 30 (?)2374/1/17recto (?)2 /// + r(ātriṃ) dīvani atināmeṣyaṃ ///3 /// .i .ā ..ṃ ◯ + + ..ṃ + ///verso (?)3 /// + .dh. .y. ◯ + .. .. .. ///4 /// pāramitā paryyiṣṭ(ā) ◊ .. ///
74d7abe089b7444b8ffc14abbfa4aab4,b. Unidentified fragments
6afaf8a21ed4455bbcc8ba1791f67bc8,2374/3/14Aa /// + .. .. .. /// b /// myāsaṃbodhiṃ a/ā ///Ba /// + + + + .y.b /// buddhya na t. ◊ yaṃ ///c /// + .. .. + + ///
8c77d2d42d5547fbb362a86c1e09805d,2374/3/23Aa /// tāyaṃ te ca praṣ. ///2 /// + p(ra)jñāpāramit. ///Ba /// + .n. buddhya na t. y(aṃ) ///b /// ṣaṭavi(j)ñ. .. .. .. ///
fb7be817a7734ab98b3392092b471aa9,2375/uf2/3Aa /// + + .. + + + + /// b /// .y. sati ke .. + + /// c /// .. vyā ◊ sarv(v)adhar. ///Ba /// pr(a)jñāpāramitāya /// b /// + sarvvadharm. ///
215b2704d96f4645a29d4d4df54b2778,2374/40Aa /// k. .. .. .u. p. .. ///b /// sti varasyā .i + /// Ba /// .. vā n. .. .r. + ///b /// .a .. vā .. mi .o .. ///
35fe35ae062f418e8cfff88b88e51efc,2374/41A a /// trāha khu ///Ba /// .. v. .ī .i ///
6a8763b334f54034bd23747457884fbd,c. Unplaced fragments (vol. 2)
96443c80eb0b4c89afa41acd8a4053e9,2373/11A1 /// .y. kṛtena a. v. + .. bhy. + + ///2 /// ye satkṛtagurukṛtami ///3 /// + karoti jīvitaparity. ///4 /// + + ..ṃ + .ānaṃ bha .. ///B2 /// + + + .. .. gatādhiṣṭhā ///3 /// .tu bhav. ṣyati avivarttiyo ///4 /// t. advayaṃ ayaṃ bodh. ///5 /// ti ākārehi ..mehi + + ///
7f3a4965c9e74c49b64d29fffa7443dc,2374/3/6Aa /// .. gaṃbīratāyaṃ g. + ///b /// + ye kā ca devā .. ///Ba /// + ndh. m. s. vu tv. .. ///b /// vato śrāvako ayaṃ ///c /// + + + .. + .. + ///
763b3961c4ab41c6a45f135c9c968d71,2374/18cA1 /// kho puna subhūt. ///Bz /// tasya l. kh. tasya ///
9f9beead27be47cdbb881d0684b45972,2374/34/4A5 /// .y. yo te ga. bhī ///B1 /// ti bodhisatvena ///
843980986b204ea090e34473cb8b311d,2374/35/3Aa /// + + + .. .r. ///b /// .. niraya ///Ba /// + + + + tt. ///b /// .. ta subhūt. ///c /// + .ī .i + + ///
733084df308d4598b84cb1c074961ac8,2374/35/4Aa /// .. pr. jñāp. r. m. ///b /// sarvvāni tāni vij. ///c /// + + + ..ṃ + + + ///Ba /// .. gatam etaṃ naiv. ///b /// .. ca idam eva s. ///
8e52d6d0ae5c49deb6156083b0bc82ab,2374/35/7Aa /// subhūti ā .. ///b /// + + .. + + ///Ba /// yo carati .. ///
888aa8187fff4e468d58c10088debd8d,2374/uf1/2bAa /// bh. g. v ... ///b /// mitā s. ///Ba /// .. .. v. ///b /// māne pi ///
639673d9e6054e3d8552dbd1bf9db1e8,2374/uf1/2eAa /// + + .v. .y. ///b /// .o mahāsa + ///Ba /// pr. jñāpā + +///b /// + .. + + + ///
17d4378edffc49c2be3cd41bceb6711a,2376/uf1/4bAz /// .. mūlen. .m. ///Bl /// .. prakṛt.ṃ .. ///
d74561cce6c84850827da73906a25d63,2376/162A1 /// rvajñatā niṣpadyatīti na ///2 /// + + + + l.ṃ + + + + ///By /// + .. + + .. + + + + ///z /// ddiśaṃtasya svāddhyāyaṃ.. .y. ///
21e9464490294974a12490bfe8aaea5b,2378/uf3/1aAa /// tv. mahāsatvo dharma ///b /// .. .. tu buddha bhaga ..ṃ ///Ba /// + + . t. v. d. y. t. .y. ///b /// s.. kaṃ pi yo ime ///
4384fae05c9e4bda9b3b54c56a11985a,2378/uf3/3bAy /// + .. pr. tyutp. nn. n. ///z /// ◊ premyamātrasa + ///B1 /// r. mitātti ..haṃ ā ///2 /// + + mātratās.ākhe ///
ef42ad06f0b743e79c3a18778b3f363e,2378/uf3/3dAa /// + cchedena + ///b /// s. tvo mahās. .. ///Ba /// mahāsatvo ///b /// + .. satvo ///c /// + .. + .. + ///
da48587a522e4f0fae0fa5138d9e54c0,2382/uf32/1aAa /// nāmadharm.a ///Ba /// .. laṃ g. .. ///
a7b628e40b2f4dbca87ffdf98ced2706,2382/uf32/1fA1 /// ata .. ///Bz /// .. ḥ. up. ///
a344c66400e345bda831d64956a9b8dd,BodhisatvapiṭakasūtraBMSC III 11–882380/23recto1 /// p. asati ṣ. ḍāy. t. n. sy. + + ///2 /// + sati nāmarūpasya bhavati pra + ///3 /// cyate vijñānam* saṃskāreṣu sats. ///4 /// s.ṃcetanā · dharmasaṃcetanā ime ///5 /// + + + + + + + .ṃ .e + + + + + ///verso2 /// + + + avidyā ‖ ay. n. ś. m. ///3 /// dhvani · nanv aham abhūvann atīte .v. ///4 /// + ham anāgate dhvani · kutra bhavi ///5 /// tra bhūtaḥ kiṃ bhūtaḥ kutra bhū + ///
e38fb600fb884aee9294cca99203f56f,2381/26recto2 /// + + + ḥ anuga..t.vy.m* + + + ///3 /// + + hv. kāyaḥ icchām. + ///4 /// bālapṛthagjanānām* yad idaṃ r. ///5 /// gjanānām* yad idam* vijñānas. ///verso1 /// vāyudhātuḥ icchāmātram id. ///2 /// dapsyatha · dhanaṃ nopādapsyatha · ///3 /// + ḥ śīlavān viharati pr. + + ///4 /// + + + jihvākāyaṃ man. + + + ///
6e510ab907a4436bbf4687dc2d3de094,2380/32/3brecto1 /// + nopādadāti · i ///2 /// + · śrotraṃ ghrāṇaṃ jihv. ///3 /// n. p.riharati · te + ///4 /// sa yadā na pra + + + ///5 /// nirvāti · t. + + + ///verso2 /// j. ānam* api tu + + + ///3 /// + gṛhaḥ sa utsṛ.ṭ. ///4 /// + + + ty aparikalpa ///5 /// + + · nissṛtaḥ vipra ///
47d10ec21d4d413ca8f85a5d126f678c,"2381/97, 2382/27recto1 + + + .. ś. r. putra tasyāṃ lokadhātau jv. /// /// thāgataś caṃkkrame .v. + .. ///2 .ṛth. vīpradeśe suśītalā vāyavaḥ pr.e/// /// ṣ. le paridāghasamaye ///3 gātrāni śītalāni kṛtvā sarvajvaraklam./// /// rgh.ṃ vanaṣaṇḍaṃ bahu ◯ śā khā ///4 ṣaṇṇaṃ tenopasaṃkramet sa paśyet* madhye va + + /// /// topadhānam* sa tatrābhi ///5 ṣaṇṇasyābhinipannasya samaṃtāc catur . + + /// /// śītalā vāyavo bhiprav. ///verso1 dbhutadharmena samanvāgataḥ sa pṛthiv. + + /// /// tāyām ekajvālībhūtāy. ///2 niṣīded vā śayyāṃ vā kalpayet* tasmiṃ + /// /// tena śāriputra saptame .. ///3 vīpradeśo bhavet* ‖ punar aparaṃ śāripu/// /// n pṛthivīpradeśe ◯ tathā ///4 vā kalpayet tasmiṃ pṛthivīpradeśe sthala .. + /// /// kārataraṇīgotaraṇī ///5 + + + ..ṃ .i · varṇasaṃpannāni gandhasaṃpa .. /// /// ‖ punar aparaṃ śārip.+ ///"
3846af0b80c44861a574e29c27a7fb00,2381/102recto2 /// + + + + .. . v. + ///3 /// y.ta sarṣapaph. + ///4 /// yitum* tat kasmād dh. ///5 /// .ṃ + nadīvāl. ///verso1 /// + + + kṣu: gaṃg. ///2 /// .āvā te sarve śrāv. ///3 /// hāryabalaḥ .. ///4 /// + + .i śāri + + ///
5a492759306a48c48cc08367a0f75801,2380/9recto2 /// + + + + .. .ṣ. + ·3 /// ❉ gagana yatha diśā4 /// te · teṣa cari viditvā5 /// mā bhaveyuḥ jñānaverso1 /// .. parṣadgataḥ sa2 /// hi śāriputra tathā3 /// thāgato rhān samyaksaṃ4 /// ś. l. .i g. t.ṃ yad.
59545ae69bf849fa94a056ddf0abbd35,2381/126recto3 /// + + d. n. .r. .y. + + + ///4 /// pi tathāgataḥ prajā + ///5 /// ti · yat karmasamādānaṃ ///verso1 /// samādāna pratyutpanne su ///2 /// thatvam ananyabhāgīyaṃ ///3 /// .. dānānāṃ hetuḥ yat. + ///
88fa138709b44f4787ff40bd682dba40,2379/36recto1 /// + + + + + .. + + + ///2 /// dhātuṃ prajānāti prakṛti ///3 /// yad dhātvanunītaṃ yad dhātu ///4 /// + + + .. t.syānek. ///verso4 /// + tuḥ dhātum ārūpy. .. ///5 /// sarvaśaḥ eṣā sā ni.ṛ ///
41661604b93349098cbb9a8cffcc3f87,2381/72recto1 /// g. tā na pratyutpannā · + + ///2 /// + ttamanovijñānāpr. + ///3 /// .īti tathāgatasya satve /// +4 /// + + + + do na vyayaḥ ///5 /// + + + + m etad aśa .. ///verso1 /// + + + + d.m* t. .r. t. .. ///2 /// + + + + apraṇihi + ///3 /// + + ..m* apracāro bh. ///4 /// .odhayiṣyāmīti tathāg. + ///5 /// sopamaḥ cittaṃ m + + + ///
4054497cf8f949b69b064076833808a5,"2381/32, 2382/309, 2382/310recto1 /// + + + + + + r. m. tī · suvaśaṃvarajñān. + + + + .. .. .. .. gabhājana prītimano ❉ imaṃ śā ///2 /// + + .. k. l. śam apy anuprayacchati ❉ pun.r. + + + .. putra bodhisatva evaṃ cittam utpādayati · dī ///3 /// .āni padavyaṃjanāni · arthapadasaṃhitāni + + + .. sahagatāni · virāgasa + + tāni · ni.. ///4 /// + sa.hitāni · yāvan na nirvāṇasahagatāni · t. + .ṛhītāni dhāritāni .ā .i .. .i + + + + + + + ///5 /// .āsti parākramaḥ nāsti caraparākramaḥ nāsti hetur nāsti pra.y. ..ḥ s. + + + + + + + + + + + + ///verso1 /// hy ahetuviṣamayāhetudṛṣṭim āśritya bahv akuśalaṃ karmābhisaṃskṛ + + + .y. + + + + + + + + + + + ///2 /// .. .. ḥ mūḍhaḥ phakko ndho badhirabhūtaḥ apratibalaḥ + .i .āni p. davyaṃja + + + + + + + + + + ///3 /// + + n.i mayaitarhy ārāgirāḥ yāvat kāyajīvita + + + + + ko bhūtvā pratibalo ’haṃ yāni + + + + .. + + ///4 /// + + ..yāyaṃ tāny .dgṛhītum* yāvat paryavāptum* haṃ + + + ..m ācāryānāṃ 5 /// + + + + + + + tāyāḥ asārāt kāyāt s. + + + + + viṣyati · puṇyajñānabalopastaṃbhaḥ kṛto bhavi ///"
10032ed6af354de1b900377db0ac74c8,"2380/32/2b, 2381/228brecto1 /// + + jātu kāmān ahu sevayeya + + .. m. nā ryā p. r. + + ///2 /// + .. uttamāḥ dṛṣṭv. ..sīde ahu teṣa saṃtike · pras. + + ///3 /// prakārā bahukalpakoṭayaḥ prahāya kāmā l. .u + + ///4 /// taḥ tasmiṃ pṛthivīpradeśe tasya tathāgatasya lohi .. + ///5 /// + .. tvā taṃ tathāgataṃ bhagavaṃtam atyudgatarājaṃ tathāgata ///verso1 /// + + ṣṭh. tā sadā cittaṃ na jānaṃti ha prāṇakoṭayaḥ atīt. ///2 /// + .. yaṃ vihārāḥ ‖ tau taṃ bhagavaṃtam atyudgatarājaṃ tathāg. ///3 /// n. yitvā pūjayitvā tasyaiva tathāgatasyāṃtike keśaś. + ///4 /// / + y. yojatu · tatraika āha · ahaṃ prathamataro bhe .. + ///5 /// + .. bh.gavato ’tyudgatarājñaḥ tathāgatasya purat. + + ///6 /// + + .ā ·"
7a095a729b6b4acbb5215a34f7cd3ba0,2381/221recto1 /// + + .t. ḥ k. y. .ṛ + nti · teṣāṃ sam. n. ///2 /// .odhisatvasya nānnapānatayā kāy. ///3 /// na ca dharmakāyabalād dhīyate · na pa + ///4 /// + + ca dharmāṇāṃ prajānāti · u + + + ///5 /// + + + + .. tvaparipākāyā .. + + ///6 /// + + + + + + .ā .i .. + .ai + + + + ///verso2 /// + + + .. raṃ phenap. ṇḍ. + + + + ///3 /// + + .. kṛya abhūta eva v. jñ. + + ///4 /// .. śo paṇḍitānām* nāsti tṛbhuva .. + + ///5 /// .. niśrayavigatānāṃ saṃbhavo no bhav. ///6 /// .. .. te · a .. .. l. vaidyaparipū ///
fda1294a7f244cc3975a459755101716,"CandrottarādārikāvyākaraṇaBSMC II 51–682380/4, fol. 25recto1 atha khalu candrottarā dārikā yathāgṛhīten. .. + + + ///2 ṇa tataḥ prāsādatalād avati ◯ rya yena svak. + ///3 svakaṃ mātāpitaraṃ gathābhir adhyabhāṣata : ‖ vīkṣ. ///verso1 mama tāta haste · paśyāmba bi.b. puruṣ. tt. m. sy. · dṛ ///2 mi ca sarvam amba suvarṇavarṇapra ◯ bhayā virāj i ..ṃ ///3 varṇo bhavati kṣaṇād yaḥ haṃta prayāsyāmy aham aṃ .i ///"
2b5e6468955548adb27637efc9362ae1,"SaddharmapuṇḍarīkasūtraBSMC II 69–962381/253, 2382/303recto1 /// + + + + y(aṃtād ratnanāmayāni dadaṃti dā(n)āni tathaiva kecit putraṃ dadaṃte tatha bhāri ///2 /// + + + (r)th(e)nti jñānaṃ hi tathāgatānāṃ , paśyāmy ahaṃ maṃjuśrī kahaṃcit* sphītāni rājā + ///3 /// + + kāṃścic ca paśyāmy ahu bodhisat(v)ān * ◯ bhikṣūn samānāṃ pavane vasaṃ + + + + ///4 /// ś ca aśeṣato nye paribhāvitātmāna viśuddhago ◯ carān* abhijña paṃce(ha) + + + + + ///5 /// ś ca sūkṣmāṃ carī keci vijānamānā , pṛcchaṃti dharmaṃ dvipadottamānāṃ śrut(vā) + + + + + + + ///6 /// nihatya māraṃ sabalaṃ sa(vā)hanaṃ parāha(na)ṃtā ima dharmandudu .. + + + + + + + ///verso1 /// rīn* vanaṣaṇḍa niśrāya ta(thā)nya bhūyo a .. bhāsa kāyāta pramuṃca + + + + + + + ///2 /// te te dadaṃti sahasrakoṭīśatamulya k(e)cit* anarghamulyāṃś ca da + + + + + + + ///3 /// māṃś ca phalair upaitāṃ kusumaiś ca citrāṃ ∙ devāvi ◯ hārārtha dadaṃti kecit s(a) + + + + + ///4 /// + + tair anekaiḥ deśenti te prāṇasahasra ◯ koṭinā〈ṃ〉 dānena te prasthi .. + + + ///5 /// + + .i kṣ(u)ṇām* ākrośaparibhāṣa tathaiva tarjanām* kṣāntyāhi te prasthita agr. + ///6 /// + + + + lāṃ sahāyān parivarjayitvā āryeṣu saṃsargagatān samāhitā ∙ v .. ///"
c6453ae5fe7244389b9f8acf20d7e8f1,2381/uf18/2arecto1 /// + + + + + + ∙ śi .. + ///2 /// nāyakeṣu pṛcchaṃti dha .. ///3 /// .i .. kandareṣu vibhāva ///4 /// abhis(ta)vaṃtī .. ///verso2 /// bhūta .. yy. ///3 /// .. j. nenti vīryaṃ dān. ///4 /// .. (t)r. śīlena te prasthi .. ///5 /// .i . e .. .e .. sthita ///
8d3132edd5464337a193d3c9da7d7fe5,2382/uf12/2dAa /// prasthita a ///B detached
ec85c3b8412041d0b3cfe054b377259b,"2382/uf7/1c, 2381/uf20/2aA a /// d avocad yad i + + + + + + ///b /// tīputra k. vakṣyāmi · tena /// ru bhāṣiṣye haṃ te · samanant. /// c /// ma .i .. bhikṣūṇāṃ .. .ī /// + + + + .. .o + + + + + + + + ///B detached"
b18fc6eadf5d48d994b67303a88a1a85,2382/uf11/7cA a /// . . tajñānadarśanāvatāra ◯ ///b /// thāgat(ajñ)ā + + + + + + ///B detached
a0d2421a063f45c999dc9c97b9a8f882,2381/2recto 1 notrasaṃti na saṃtrasaṃti na saṃtr. + ///2 sa puruṣa punar apy evam anuvici + ///3 m atra sa puruṣaḥ teṣā〈ṃ〉 kumārak. + ///4 riputra sa puruṣaḥ teṣāṃ kumāra .. ///5 rathakāḥ ajarathakāḥ mṛgarathak. ///verso1 ramaṇīyakānām arthāya yathepsitā ///2 mataram ity anyonyasaṃṛṣṭatanavaḥ ta + ///3 prāpto bhaved iti ‖ atha khalu te kumā + ///4 putrāṇāṃ tāvajavabalasaṃpannān go + ///5 rṇān* ubhayo lohitopadhānā .. + ///
37531c973cfc4615ba9f9fca8bce6c14,2381/77drecto1 /// + . . t. .. .. .. .. + + ///2 /// .. .. mahatāgni sk(an)dh. + ///3 /// kāni 〈bhaveyur vividhāni ca〉 ramaṇīyak. ///4 /// + .īyakāni ā .. ///5 /// + sthāpitāni yā + ///6 /// + + .ch.tha · atha śā ///verso 1 /// + ..ṃ kṣipram evārabdhavī ///2 /// + + kumārakāṃ 〈nirgatāṃ〉 dṛ + + ///3 /// + + ramaṇīyakā .. ///4 /// nāścaryādbhutaratnālaṃ + ///5 /// tajavabalasa + + ///6 /// + evaṃ manye + + ///
21c62f2503fd47088da67e070eb6999a,2381/40Aw .. k. .. + + + + + + + + + .. .. + ///x ntu bhavanto nirdhāvaṃtv aṣamān niveśanād ahaṃ ///y rak. teṣāṃ kkrīḍāpanakānāṃ rāmaṇiy. ///z d ādīptād agārāt kṣipram evārab. + ///B detached
bc2d097df4834713872df50df3d139a4,2382/271arecto1 /// + me kumārakāḥ sarve cintayitavyā na viṣamam aham api (ba)hukośakoṣṭhāgāraḥ sarvasatvānām apy aham imāny evaṃrūpāṇi ma ///2 /// (hai)va tasya puruṣasya mṛṣāvādadoṣaḥ syāt* yena teṣāṃ dā〈ra〉kānāṃ pūrvaṃ trīṇi yānāny upadarśayitvā paścāt sarveṣāṃ eva mahāyā ///3 /// dī bhavet* yat tena puruṣeśopāyakauśalyena te kumārakā tasmād ādīptā gṛhā〈n〉 niṣkāsitā ◯ jīvitenācchāditā tat kasya hetoḥ ā ///4 /// na dadyāt tathāpi tāvad bhagavam sa puruṣo na mṛṣāvādi syāt* tat kasya hetoḥ tathā hi bhagava ◯ n* tena puruṣeṇa pūrvam evaitad anu ///5 /// ṣasya 〈na〉 m(ṛ)ṣā va bhavati · kaḥ punar vādo nyena puruṣeṇa prabhūtaṃm me kośakoṣṭhāgāram astīti kṛtvā putrapṛyatām eva manyamānenā ///verso1 /// (n āyuṣmanta)ṃ śāriputram etad avocat* sādu sādhu śār(i)putra evam etad yathā vadasi evam eva śāriputra tathāgato rhāṃ sa ///2 /// v(i)muktaḥ tathāgatajñānabalavaiśāradyāveṇikabuddhadharmasamanvāgato ṛddhibalenātiba ◯ lavān* loke pitā mahopāyakauśa ///3 ///paṭalaśaraṇaniveśanasadṛśe samutpadyate · satvānāṃ jātijarāvyādhimaraṇaparidevaduḥkhadau(r)manasyopāyāsāvidyāndhakāra ///4 /// ti satvān daśyamānāṃ 〈pacyamānām〉 tapyamānāṃ paritapyamānāṃ jātijarāvyādhimaraṇaśokaparidevaduḥkhadaurmanasyopāyāsaiḥ 5 /// + nirayatiryagyoniyamalokeṣv anekavividhāni duḥkhāni pratyanubhavaṃti · devamanuṣyadāridryāniṣṭhāsaṃyogeṣṭaviyo + ///
c5aaf2c6e6d64357834bd42530a4424b,2382/uf19/2aAa /// hāyānaṃ sa .e ///b /// myaksaṃbu(ddha)ḥ ///B detached
