id,P000827,P000828
ef47aabdab3e43f7b0d415aed53c9749,athodakalaśaṃ gṛhya teṣā vṛddhicikīrṣayā |muniḥ sa viyad utpatya tān uvāca nṛpātmajān ||,"1.28 One day, while holding a jug of water, in his desire to nurture the princes’ growthThe sage went up, into the air. Then he said to them:"
ace3e164adae4018915f972f68b46e33,yā patet kalaśād asmād akṣayyasalilān mahīm |dhārā tām anatikramya mām anveta yathākramam ||,"1.29 “There will fall to earth from this flowing jug, whose flowing is unbreakable,A line of drops: Do not overstep this mark, as in step you follow me.”"
f7082e913fea499e9b976c3f4230af64,tataḥ paramam ity uktvā śirobhiḥ praṇipatya ca |rathān āruruhuḥ sarve śīghravāhān alaṅkrṛtān ||,"1.30 “Yes!"" they said to this, and respectfully bowed, letting their heads fall forward.Then all went up, onto chariots that were swiftly drawn, and well prepared."
370483a091cf412d9bc085cb97261ff8,tataḥ sa tair anugataḥ syandanasthair nabhogataḥ |tadāśramamahīprāntaṃ paricikṣepa vāriṇā ||,"1.31 So they followed him in the flow, while, walking on air,The ends of the earth of that ashram he sprinkled with water."
bc08d9e30a6a4dcf92f57c3777898fe4,aṣṭāpadam ivālikhya nimittaiḥ surbhīkṛtam |tān uvāca muniḥ sthitvā bhūmipālasutān idam ||,"1.32 He set out a plan like a chessboard, like an eightfold plan, revealed by signs;Then the sage, standing still, spoke thus to those offspring of the guardians of the earth:"
2d756081cc81425d94c46df9255fd23b,asmin dhārāparikṣipte nemicihnitalakṣaṇe |nirmimīdhvaṃ puraṃ yūyaṃ mayi yāte triviṣṭapam ||,"1.33 “Within this sprinkled line of drops, wherein your wheels have left a mark,You are to build a city, when I am gone to heaven.”"
f326e63de58845b593f8db21ddbbd2cf,tataḥ kadācit te vīrās tasmin pratigate munau |babhramur yauvanoddāmā gajā iva niraṅkuśāḥ ||,"1.34 Thereafter those lads, when in time the sage passed away,Roamed about in their unbridled youth like elephants unchecked by a driver’s hook –"
20a8a43f5b4944a1af4e8799afd0f131,baddhagodhāṅgulītrāṇā hastaviṣṭhitakārmukāḥ |śarādhmātamahātūṇā vyāyatābaddhavāsasaḥ ||,"1.35 They roamed about with bows in hand and leather-clad fingers on arrows,  Shafts causing sizeable quivers to swell, feathers preened and fastened on."
37c447de9e9449578431c6d2465a5b77,jijñāsamānā nāgeṣu kauśalaṃ śvāpadeṣu ca |anucakrur vanasthasya dauṣmanter devakramaṇaḥ ||,"1.36 Wishing to test their mettle among the elephants and big cats,They emulated the god-like deeds of the forest-dwelling son of Duṣyanta."
1c9f1b1be2e74f17a5543b96fe2c3f46,tān dṛṣṭvā prakṛtiṃ yātān vṛddhān vyāghraśiśūn iva |tāpasās tadvanarh hitvā himavantarh siṣevire ||,"1.37 Seeing their natural character emerge as those lads grew, like tiger cubs, The ascetics abandoned that forest and retreated to the Himālayas. "
5a9398fa6d4044389df6b1dbdcaaadc4,tatas tadāśramasthānaṃ śūnyarh taiḥ śūnyacetasaḥ |paśyanto tadāśramasthānarṃ śūnyaṃ taiḥ niśaśvasuḥ ||,"1.38 Then, seeing the ashram without ascetics, desolate, the princes were desolate in their hearts. In the red-hot anger of their indignation, they hissed like snakes."
af6fefc2016d4c72a4acc81dc1bcb397,atha te puṇyakarmāṇaḥ pratyupasthiravṛddhayaḥ |tatra tajjñair upākhyātān avāpur mahato nidhīn ||,"1.39 In time, through good conduct, they came to a maturity  In which they could obtain the great treasures that are disclosed through acts of knowing them."
ab00d33c753c47a691d5d38ef26566ce,alaṃ dharmārthakāmānāṃ nikhilānām svāptaye |nidhayo naikavidhayo bhūrayas te gatārayaḥ ||,"1.40 Sufficient for full enjoyment of dharma, wealth, and pleasure;  Abundant; and of many kinds: these were treasures beyond the reach of enemies.."
4294b5f70a0d4453a93ed67d1f8b7ce8,tatas tatpratilambhāc ca pariṇāmāc ca karmaṇaḥ |tasmin vāstuni vāstujñāḥ puraṃ śrīman nyaveśayan ||,"1.41 On the grounds of what they thus acquired, and of the fading influence of their past karma,They who knew building, at that site, founded a splendid city."
c8d87511a69943e7b14fa7153e74087b,saridvistīrṇaparikhaṃ spaṣṭāñcitamahāpatham |śailakalpamahāvapraṃ givirajam ivāparam ||,"1.42 It had a moat as broad as a river, a main street that straightened and curved,And great ramparts rising like mountains, as if it were another Giri-vraja."
28412b7e70d8456384a452f6af86f7e8,pāṇḍurāṭṭālasumukhaṃ suvibhaktāntarāpaṇam |harmyamālāparikṣiptaṃ kukṣiṃ himagirer iva ||,"1.43 With its fine frontage of white watchtowers, and a well-apportioned central marketOverlooked by crescents of large houses, it was like a Himālayan valley."
d6f9d80a399243409c1f7cba4372e28f,vedavedāṅgaviduṣas tasthuṣaḥ ṣaṭsu karmasu |śāntaye vṛddhaye caiva yatra viprān ajītjapan ||,"1.44 Brahmins versed in the Vedas and Vedāṅgas, and engaged in the six occupations,There they caused to pray, for peace and for prosperity."
35bf11fd93674b3ab00aa186c7f12cbd,tadbhūmer abhiyoktṝṇāṃ prayuktān vinivṛttaye |yatra svena prabhāvena bhṛtyadaṇḍān ajītjapan ||,"1.45 The regular soldiers they employed there to repel assailants from their territoryThey caused, with their sovereign power, to be victorious in battle."
160bb835c2a448fbbaafe542551cb63d,cāritradhansaṃpannān salajjān dīrghadarśinaḥ |arhato ’tiṣṭhipan yatra śūrān dakṣān kuṭumbinaḥ ||,"1.46 Householders of character and means, who were modest, far-sighted,Worthy, stout and able, they caused to settle there.."
81189ce0c2f047218a359e39f891d238,vyastais tais tair guñair yuktān mativāgvikramādibhiḥ |karmasu patirūpeṣu saicāṃs tān nyayūyujan ||,"1.47 Individuals possessed of particular strong points such as thinking, talking, and taking steps,They installed in corresponding offices as counsellors and ministers."
d1447670c3254b2d98ef9a6dba0d4992,vasumadbhir avibhrāntair alaṃvidyair avismitaiḥ |yad babhāse naraiḥ kīrṇaṃ mandaraḥ kinnarair iva ||,"1.48 Thronged by men who were wealthy but not wanton, and cultured but not conceited,The city seemed like Mt. Mandara, thronged by kiṁnaras."
802fa29c45f646e5a06010bf60239c0e,yatra te hṛṣṭamanasaḥ pauraprītickīrṣayā |śrīmanty udyānasaṃjñāni yaśodhāmāny acīkaran ||,"1.49 There with glad hearts, Desiring to bring joy to the citizens,They commissioned those glorious abodes of beauty that we call ‘gardens’. "
6bb724d131574d228d5477b7ced31a44,śvāḥ puṣkariṇīś caiva paramāgryaguṇāmbhasaḥ |nājñāyā cetanotkarṣād dikṣu sarvāsv acīkhanan ||,"1.50 And lovely lotus pools of finest quality water,Not at anybody’s behest, but because of being uplifted, they had dug in all directions."
5b216e0bbb27404bbefe1ed2a4c4841c,manojñāḥ śrīmatiḥ praśṭhīḥ pathiṣūpavaneṣu ca |sabhāḥ kūpavatīś caiva samantāt pratyatiṣṭhipan ||,"1.51 Rest-houses of the first rank, welcoming and splendid, on the roads and in the woods,Complete even with wells, they caused to go up on all sides."
a30d356e0bcd4c9699a95be8bb754b26,hastyaśvarathasakīrṇam asaṃkīrṇam anākulam |anigūḍhārthivibhavaṃ nigūḍhajñānapauruṣam ||,"1.52 Crowded with elephants, horses, and chariots, the city was crammed with people who did not crowd each other. Material wealth was available to the needy, not secreted; but learning and spirit ran secret and deep."
71f5219eb20e4ffaa7b9c334937974bc,saṃnidhānam ivārthānām ādhānam iva tejasām |niketam iva vidyānāṃ saṃketam iva saṃpadām ||,"1.53 Like a place where goals converge, where energies are focused,Where learning activities are housed together, and where achievements come together, "
be84abe67f6c403291d2001473098161,vāsavṛkṣaṃ guṇavatām āśrayaṃ śaraṇaiṣiām |ānartaṃ kṛtaśāstrāṇām ālānaṃ bābhuśālinām ||,"1.54 It was a homing tree for high flyers, a refuge for those seeking a place of rest,An arena for those skilled in scientific endeavour, and a tethering post for the mighty."
c53920065b3b41e49a39a4af66242f4a,samājair utsavair dāyaiḥ kriyāvidhibhir eva ca |alañcakrur alaṃvīryās te jagaddhāma tatpuram ||,"1.55 By means of meetings, festivals, and acts of giving, and by means of traditional observances,The heroes brought that city, the light of the world, to a glorious readiness"
eebd62cec3024f8db72ad59e6b4cf8a9,yasmād anyāyatas te ca kaṃ cin nācīkaran karam |tasmād alpena kālena tat tadāpūpuran puram ||,"1.56 Since they never levied any tax that was not just,Therefore in a short time they caused the city to be full."
1d60238fab464d2bb9cd32e748797933,kapilasya ca tasyarṣes tasminn āśramavāstuni |yasmāt te tatpuraṃ cakrus tasmāt kapilavāstu tat ||,"1.57 And since, on the site of the ashram of the seer Kapila,They had built that city, therefore it was called Kapilavāstu."
6786df45a7fe4b699e2185a085ebbe4b,kakandasya makandasya kuśāmbasyeva cāśrame |puryo yathā hi śrūyante tathaiva kapilasya tat ||,"1.58 Just as cities sited on the ashrams of Kakanda, Makanda and KuśāmbaWere called after them, so that city was called after Kapila."
e2b5f70318cc499ebaa57db2af8d64ef,āpuḥ puraṃ tatpuruhūtakalpās te tejasāryeṇa na vismayena |āpur yaśogandham ataś ca śaśvat sutā yayāter iva kīrtimantaḥ ||,"1.59 Those equals of Indra took charge of that city with noble ardour but without arrogance;And they thus took on forever the fragrance of honour, like the celebrated sons of Yayāti."
587c919f48ea4619899b7e35f9681189,tannāthavṛttair api rājaputrair arājakaṃ naiva rarāja rāṣṭram |tārāsahasrair api dīpyamānair anutthite candra ivāntarīkṣam ||,"1.60 But under the sons of kings, active though they were as protectors, that kingless kingdom lacked kingly lustre –Like the sky, though stars are shining in their thousands, before the moon has risen."
4c7d4540c2814f0091eb516f83ed46a4,yo jyāyān atha vayasā guṇaiś ca teṣāṃ bhrātṝṇāṃ vṛṣabha ivaujasā vṛṣāṇām |te tatra priyaguruvas tam abhyaṣiñcann ādityā daśaśatalocanaṃ divīva ||,"1.61 So the senior among those brothers, in age and in merits, like the bull which is chief among bulls in bodily power,They anointed there, attaching to the important, like the Ādityas in heaven anointing thousand-eyed Indra."
dadb1e3cb8034188a6744a02f3469eb2,ācāravān vinayavān nayavān kriyāvān dharmāya nendriyadukhāya dhṛtātparaḥ |tadbhrātṛbhiḥ parivṛtaḥ sa jugopa rāṣṭraṃ saṃkrandano divam ivānuṣrto marudbhiḥ ||,"1.62 Possessed of good conduct, discipline, prudence and industry, Bearing the big umbrella for duty’s sake, not to pander to the power of the senses,He guarded that realm, surrounded by his brothers, Like roaring Indra guarding heaven with his retinue of storm-gods."
62ee6524f9a343bfbd75530a8f94dd91,saundaranande mahākāvye kapilavāstuvarṇano nāma prathamaḥ sargaḥ ||,"The 1st Canto in the epic poem Handsome Nanda, titled “A Portrait of Kapilavāstu.”"
63b9c0340924496b9b1c2442deea93e5,tataḥ kadā cit kālena tad avāpa kulakramāt |rāja śuddhodhano nāma śuddhakarmā jitendriyaḥ ||,"2.1 Some time thereafter that realm passed, through familial succession,To a king named Śuddodhana who, being pure in his actions, had conquered the power of the senses."
c3027541cfeb4b0998638405e678fbe3,yaḥ sasañje na kāmeṣu śrīpāptau na visismiye |nāvamene parānṛddhyā parebhyo nāpi vivyathe ||,"2.2 Neither stuck in his desires nor conceited about gaining sovereignty,He did not, as he grew, look down on others, and nor did he shrink from others in fear."
d5c51970ac484f61b89b26e6d3712c88,balīyān sattvasaṃpannaḥ śrutavān buddhimān api |vikrānto nayvāṃś caiva dhīraḥ sumukha eva ca ||,"2.3 Strong and strong-minded; learned as well as intelligent,Daring and yet prudent; determined, and cheerful with it,"
8d6a9983cf7c4940b555c12e4828ab35,vapuṣmāṃś ca na ca stabdho dakṣiṇo na ca nārajavaḥ |tejasvī na ca na kṣāntaḥ kartā ca na ca vismitaḥ ||,2.4 He had a fine form without being stiff; was dexterous but not dishonest;Was energetic but not impatient; and active but never flustered.
24a4b015752a4140a54902aab0a6e15b,ākṣiptaḥ śatrubhiḥ saṃkhye suhṛdbhiś ca vyapāśritaḥ |abhavad yo na vimukhas tejasā ditsayaiva ca ||,"2.5 Challenged by his enemies in battle, and petitioned by friends,He was not backward in responding with an intense energy, and with a willingness to give."
5a8f988dd66649f4b2b1fd4130290a77,yaḥ pūrvai rājabhir yātāṃ yiyāsur dharmapaddhatim |rājyaṃ dīkṣām iva vahan vṛttetānvagamat pitṝn ||,"2.6 Wishing to tread the dutiful path of dharma trodden by previous kings,And bearing his kingship like a call to total dedication, he emulated the ancestors through his conduct."
c1e8b3b1206d4b84be80b34d013062ac,yasya suvyahārāc ca rakṣanāc ca sukhaṃ prajāḥ |śiśyire vigatodvegāḥ pitur aṅkagatā iva ||,"2.7 Due to his good governance, and under his protection, his subjects rested at ease,Free from anxiety, as if in a father’s lap."
e6cae6afb14044439f54c38382e5dcb2,kṛtaśāstraḥ kṛtāstro vā jāto vā vipule kule |akṛtārtho na dadṛśe yasya darśanameyivān ||,"2.8 Whether skilled in use of book, or in use of sword; whether born into an eminent family, or not; Anybody who came into his presence was seen to be useful."
7525ac613f6f4460a9d6c88f83b593ea,hitaṃ vipriyam apy ukto yaḥ śuśrāva na cukṣubhe |duṣkṛtaṃ bahv api tyaktvā sasmāra kṛtam aṇv api ||,"2.9 When given good advice, however disagreeable, he listened and did not react;He let go of a wrong done to him, however great, and remembered a service rendered, however small."
84bcd7f201804ee4a16221fdf41eb072,praṇatān anujagrāha vijagrāha kuladviṣaḥ |āpannān parijagrāha nijagrāhāsthitān pathi ||,2.10 The meek and mild he befriended; tribal foes he apprehended;Sufferers he comprehended; waverers he reprehended.
9c3b011f3bb84aa99b3206625a5728a0,prāyeṇa viṣaye yasya tacchīlam anuvartinaḥ |arjayanto dadṛśire dhanānīva guṇān api ||,2.11 As the general rule in his dominion those influenced by his integritySeemed to take possession of virtues as if they were securing treasures.
84bf7334b91a4dc396e2995a4276d876,adhyaiṣṭa yaḥ paraṃ brahma na vyaiṣṭa satataṃ dhṛteḥ |dānān yadita pātrebhyaḥ pāpaṃ nākṛta kiṃ cana ||,"2.12 He minded the supreme sacred word; in fortitude, he never failed; He gave fitting gifts to deserving recipients; and no evil did he do at all."
c2acaafd68ad45fe860ed4ebaacb8860,dhṛtyāvākṣīt pratijñāṃ sa sadvājivodyatāṃ dhuram |na hy avānchīc eyutaḥ satyān muhūrtam api jīvitam ||,"2.13 He resolutely carried out a promise undertaken, like a good horse carrying a load;For he did not desire, apart from truthfulness, even a moment of life."
cecb7cf276de461a81526f1ce3d23102,viduṣaḥ paryupāsiṣṭa vyakāśiṣṭātmavattayā |vyarociṣta ca śiṣṭebhyo māsīṣe candramā iva ||,"2.14 For the intellectually bright, he was there; with his own self-containment, he shone; And on people in the directed state, he positively beamed – like the moon in the last month of the rains. "
b3ac89b614764ba983ae2ba478f6f571,avedīd buddhiśāstrābhyām iha cāmutra ca kṣamam |arakṣīd dhairyavīryābhyām indriyāṇy api ca prajāḥ ||,"2.15 Through intelligence and learning, he knew what was fitting, both in here and out there; He guarded, with constancy and energy, both his senses and his subjects"
bcfc9b25dd3345f18ba913c3df71d05f,ahārṣīd duḥkham ārtānāṃ dviṣatāṃ corjitaṃ yaśaḥ |acaiṣte ca nayair bhūmiṃ bhūyasā yaśasaiva ca ||,"2.16 He bore away the suffering of the oppressed and the boastful fame of the cruel,And covered the earth with guiding principles and a much greater glory."
46cd89064a3640e692936d01d433c2cf,apy āsīd duḥkhitān paśyan prakṛtyā karuṇātmakaḥ |nāhauṣte ca yaśo lobhād anyāyādhigatair dhanaiḥ ||,"2.17 Seeing people suffering he overflowed with his original emotion as a man of compassion;But he did not, through eager desire, undermine his honour by unprincipled acquisition of treasured objects."
968a03c53b3f443a87b535ad413ce530,sauhārdaṛḍhabhaktitvān maitreṣu viguṇeṣv api |nādidāsīdaditsīt tu saumukhvāt svaṃ svam arthavat ||,"2.18 In his kind-hearted iron devotion even to imperfect friends,He had no will to take, but willingly gave, cheerful-faced, to each according to his need."
c87f43d656df4929a6240d4ebd2b6ea3,anivedyāgram arhadbhyo nālikṣat hiṃ cid aplutaḥ |gām adharmeṇa nādhukṣat kṣīratarṣeṇa gām iva ||,"2.19 Without offering the first portion to revered beings, and without bathing, he did not eat anything;Neither did he milk the earth unjustly, as a cow is milked by a man thirsting for milk."
d7ebae82baf949da82690e21413f6027,nāsṛkṣad balim aprāptaṃ nārukṣan mānam aiśvaram |āgamair buddhim āhikṣad dharmāya na tu kīrtaye ||,"2.20 He never scattered the food offering except when due; he never developed lordly arrogance;Committing of the scriptures to his mind, he did for dharma, not for praise."
272f3d99eb8e4214941e407f0b7e2a8f,kleśārhān api kāṃś ci tu nākliṣṭa kliṣṭakarmaṇaḥ |āryabhāvāc ca nāghukṣad dviṣato ’pi sato guṇān ||,"2.21 A few doers of harsh deeds, though they deserved harsh treatment, he did not treat harshly;And due to his noble nature he never cast a veil over the virtues of a true man, even one who defied him."
46d8921583ae4908a27381606af4d13b,ākṛṣad vapuṣā dṛṣṭīḥ prajānāṃ candramā iva |parasvaṃ bhuvi nāmṛkṣan mahāviṣam ivoragam ||,"2.22 With his fine form he ripped away, as does the moon, people’s views;He never touched, in an act of becoming, what belonged to others, any more than he would touch a venomous snake slithering on the earth."
225d0c8661fd4f68aaeb1828d5dc7a30,nākrukṣad viṣaye tasya kaś cit kaiś cit kva cit kṣataḥ |adikṣat tasya hastastham ārtebhyo hy abhayaṃ dhanuḥ ||,2.23 Nowhere in his dominion did anyone hurt by anyone lament; For the bow in his hand bestowed peace upon the afflicted. 
b026f935a4fd41dea445eee34f78dc51,kṛtāgaso ’pi praṇatān prāg eva priyakāriṇaḥ |adarśat snighayā dṛṣṭyā ślakṣṇena vacasāsicat ||,"2.24 Even those who transgressed, if they were submissive (and before them, of course, those who acted agreeably),  He surveyed with an affectionate eye, and steeped in loving speech"
667611d699f243c6a16d117117f7054d,bahvīr adhyagamad vidyā viṣayeṣv akutūhalaḥ |adarśat kārtayuge dharme dharmāt kṛcchre ’pi nāsrasat ||,"2.25 He studied many subjects without being interested in objects;Abiding in dharma as it was in the golden age, he did not drift, even in a predicament, from dharma."
a5d1c2c81f8f49359014692324614b03,avardhiṣṭa guñaiḥ śaśvad avṛdhan mitrasaṃpadā |avartiṣṭa ca vṛddheṣu nāvṛtad garhite pathi ||,"2.26 Because of his virtues, he continually grew; in his joy at the success of friends, he kept growing;  In the stream of forebears long since grown old, again he kept going… but go he did not, on a blameworthy path. "
e94d1238224f432dbb139149f39f7c1c,śarair aśīśam acchatrūn guṇair bandhūn arīramat |randhrair nācūcudad bhṛtyān karair nāpīpiḍat prajāḥ ||,"2.27 He quietened his enemies, using arrows; he gladdened his friends, using virtues;His servants, when there were faults, he did not goad; the offshoots who were his subjects he did not, with doing hands, overtax."
a39689ae3db4462daf219c5570272f92,rakṣaṇāc caiva śauryāc ca nikhilāṃ gām avīvapat |spaṣṭayā daṇḍanītyā ca rātrisattrān avīvapat ||,"2.28 Under his protection, and because of his heroism, seeds were planted over the whole earth;And by the transparent working of his judicial system, sessions were sat into the dark stillness of night."
fc44602b245c47e68a21f4f923096bdb,kulaṃ rājarṣivṛttena yaśogandham avīvapat |dīptyā tama ivādityas tejasārīn avīvapat ||,"2.29 By the conduct of a royal seer, he propagated through his house the fragrance of honour;Like the son of Aditi shining light into darkness, he with the intensity of his energy caused the enemies to scatter."
de04237189864fbcb3dcfdc33f0fa066,apaprathat pitṝṃś caiva satputradaṛśair guṇaiḥ |salileneva cāmbhodo vṛttenājihṇadat prajāḥ ||,"2.30 Using virtues that befitted a good son, he caused the ancestors, again, to disseminate their light;And, like a raincloud using rain, he enlivened his offshoots, his subjects, using conduct."
