id,P002045,P002046,P002047,P002048
82a9fe80bf36404baea6c5d63f539aa1,"tatra ko viśvasen martyo daharo ’smīti jīvite |daharāpi ṃriyante hi narā nāryaś cānekaśaḥ |1,8|",榮富焔熾盛 無常無時節不揀擇貴賤 常被死王降 68,སྐྱེས་པ་བུད་མེད་མང་པོ་དང་༎ དརལ་བབ་པའང་འཆི་འགྱུར་ན་༎དེ་ལ་མི་འདི་གཞོན་ཞེས་ཏེ་༎ གཞོན་པའི་གདེང་དྲོད་ཅི་ཞིགཡོད་༎༨,"8. Many men and women do die even in their prime; though men then be called young, what reliance can they place in life?"
a4fc40c55075447f9ac1d15cad365f3d,"garbha eke vinaśyante tathaike sūtikā kule |parisṛptās tathā hy eke tathaike paridhāvinaḥ |1,9|",或有在胎殞 或初誕亦亡盛壯不免死 老耄甘心受 79,ཁ་ཅིག་མངལ་དུ་འཆི ༼༦༽བར་འགྱུར་༎ དེ་བཞིན་ཁ་ཅིག་བཙས་པའི་སར་༎དེ་བཞིན་ཁ་ཅིག་གོས་ཙམ་ན་༎ དེ་བཞིན་ཁ་ཅིགཡོངས་རྒྱུག་ན་༎༩,"9. Some die in the womb, some die at the birth: some gradually decay, some pass away in the vigour of their manhood."
77255d52d9364d3eaada83cd4a2f8f78,"ye ca vṛddhā ye ca dahrā ye ca madhyamapūruṣāḥ |anupūrvaṃ pravrajanti phalaṃ pakvaṃ va bandhanāt |1,10|",若老或少年 及與中年者恒被死來侵 云何不懷怖 810,ལ་ལ་རྒན་དང་ལ་ལ་གཞོན་༎ ལ་ལ་དར་ལ་བབ་པའི་མི་༎རིམ་གྱིས་རབ་ཏུ་འགྲོ་འགྱུར་ཏེ་༎ འབྲས་བུ་སྨིན་པ་ལྟུང་བ་བཞིན་༎༡༠,"10. Some are old, and some are young, some are grown up; by degrees they all do disappear, like ripe fruit falling."
cdcf17b9de10436f8511da7a48af64f4,"yathā phalānāṃ pakvānāṃ nityaṃ patanato bhayam |evaṃ jātasya martyasya nityaṃ maraṇato bhayam |1,11|",命如菓自熟 常恐會零落生已必有終 誰能免斯者 911,༼༧༽དཔེར་འབྲས་བུ་སྨིན་པ་རྣམས་༎ ལྟུང་བས་རྟག་ཏུ་འཇིགས་པ་ལྟར་༎དེ་བཞིན་སྐྱེས་པར་གྱུར་པའི་མི་༎ རྟག་ཏུ་འཆི་བས་འཇིགས་པར་འགྱུར་༎༡༡,"11. As the ripe fruit is always filled with the dread of falling, so likewise he who has been born is filled with the fear of death."
6b200809e4b74f36ad6dd592a4d0ad79,"yathāpi kumbhakāreṇa mṛttikā bhājanaṃ kṛtam |sarvaṃ bhedana paryantam evaṃ martyasya jīvitam |1,12|",譬如陶家師 埏埴作坯器諸有悉破壞 人命亦如是 1012,དཔེར་ན་རྫ་མའི་མཁན་པོ་ཡིས་༎ འཇིམ་པ་ལས་ནི་སྣོད་བྱས་པ་༎ཐམས་ཅད་ཐ་མར་འཇིག་པ་ལྟར་༎ ༼༢༠༩བ༡༽མི་རྣམས་སྲོག་ཀྱང་དེ་བཞིན་ནོ་༎༡༢,12. It is with the life of mortal man as with the shining vases made from clay by the potter-they all finish by being destroyed.
ccb033404af042958b23c839252b080a,"yathāpi tantre vitate yad yad uktaṃ samupyate |alpaṃ bhavati vātavyam evaṃ martyasya jīvitam |1,13|",如人彈琴瑟 具足衆妙音絃斷無少聲 人命亦如是 1113,དཔེར་ན་ཐགས་ནི་བརྐྱང་བ་ལ་༎ སྤུན་ནི་གང་དང་གང་བཅུག་པའི་༎སྤུན་གྱིས་རྟིང་ལ་གཏུག་པ་ལྟར་༎ མི་རྣམས་སྲོག་ཀྱང་དེ་བཞིན་ནོ་༎༡༣,"13 (347). It is with the life of mortal man as with the spider, who, stretching hither and thither its web, is enclosed in it."
4f514f6d63db49ca99d05f490db1df7c,"yathāpi va ˘ ˉ ˉ ˉ ˚˚˚˚˘ ˉ ˘ ˉ || ˚ghatano bhavati evaṃ martyasya jīvitam |1,14|",如囚被繋縛 拘牽詣都市動則向死路 壽命亦如是 1214,དཔེར་ན་ངེས་པར་བསད་པ་དག་༎ གོམ་པ་གང་དང་གང་བོར་བས་༎གསད ༼༢༽སའི་དྲུང་དུ་བསྙེན་པ་ལྟར་༎ མི་རྣམས་སྲོག་ཀྱང་དེ་བཞིན་ནོ་༎༡༤,"14. I t is with the life of mortal man as with (the spider), who, though it would free itself from its trap, finds, whichever way it takes a step, the abode of death before it?"
d477c322c5fa4f918dc578723e339a81,"yathā nadī pārvatīyā gacchate na nivartate |evaṃ āyur manuṣyāṇāṃ gacchate na nivartate |1,15|",如河急駛流 往而悉不還人生亦如是 逝者皆不迴 1315,ཆུ་ཀླུང་དྲག་ཏུ་འབབ་པའི་རྒྱུན་༎ ལྡོག་པ་མེད་པ་ཇི་ལྟ་བར་༎དེ་བཞིན་མི་ཡི་ཚེ་འགྲོ་བ་༎ སླར་ནི་ལྡོག་པར་འགྱུར་བ་མེད་༎༡༥,15. As a river that is always running swiftly by and never returns are the days of man’s life-they depart and come back no more.
039f72dd21344a718778b28f83b98706,"kisaraṃ ca parittaṃ ca tac ca duhkhena samyutam |udake daṇḍarājīva kṣipram eva vinaśyati |1,16|",諸患集成身 生多衆苦惱(人命亦如是 爲老死所伺)(所造成功勞 永世獲安樂)如杖撃急水 暫開還却合 14-1516,དགའ་བ་ཉིད་དང་ཐུང་བ་དང་༎ དེ་ཡང་སྡུག་བསྔལ་ལྡན་པ་དག་༎༼༣༽མྱུར་བ་ཁོ་ནར་འཇིག་འགྱུར་ཏེ་༎ ཆུ་ལ་དབྱུག་གུས་བྲིས་པ་བཞིན་༎༡༦,"16. Joy is fleeting and mixed with pain; it swiftly disappears, like figures traced on water with a wand."
b8eaae53879d49258ca2bf58eec67980,"yathā daṇḍena gopālo gāḥ prāpayati gocaram |evaṃ rogair jarā mṛtyuḥ āyuḥ prāpayate nṛṇām |1,17|",如人操杖行 牧牛飮飼者人命亦如是 亦即養命去 1617,དཔེར་ན་ཕྱུགས་རྫི་དབྱུག་ཐོགས་ཀྱིས་༎ ཕྱུགས་རྣམས་གནས་སུ་ཕྱིན་བྱེད་ལྟར་༎དེ་བཞིན་ནད་དང་རྒ་བ་ཡིས་༎ མི་རྣམས་འཆི་བདག་དྲུང་དུ་སྐྱེལ་༎༡༧,"17 (135). As a cowherd with his staff gathers his cattle into the stable, so disease and old age bring mankind to the lord of death."
e8563f7bde094b969d3a526e1fe79c2f,"atiyānti hy aho rātrā jīvitaṃ ca uparudhyate |āyuḥ kṣīyati martyānāṃ kunadīṣu yathodakam |1,18|˚˚˚˚˘ ˉ ˉ ˉ |  jīvitaṃ ca uparudhyate |˚˚˚˚˘ ˉ ˉ ˉ ˚˚˚˚˘ ˉ ˘ ˉ |1,18A|",夫人欲立徳 晝夜勿空過既獲得人身 一心思命盡 1718,ཆུ་བྲན་གྱི་ནི་ཆུ་ལྟ་བུར་༎ ཉིན་དང ༼༤༽མཚན་མོ་འདས་པ་ཡིས་༎མི་རྣམས་ཚེ་ཡང་ཟད་འགྱུར་ཞིང་༎ སྲོག་ཀྱང་ཉེ་བར་འཇིག་པར་འགྱུར་༎༡༨,"18. As the waters of a brook, so flow on by day and night the hours of man’s life; it draws nearer and nearer to its end."
f0b5dcaafbc142d5afda20f56fc91dee,"dīrghā jāgarato rātrir dīrghaṃ śrāntasya yojanam |dīrgho bālasya saṃsāraḥ saddharmam avijānataḥ |1,19|",不寐覺夜長 疲倦道路長愚迷生死長 希聞於妙法 1819,མེལ་ཙེ་བྱེད་ལ་མཚན་མོ་རིང་༎ ལམ་གྱིས་དུབ་ལ་རྒྱང་གྲགས་རིང་༎དམ་ཆོས་རྣམ་པར་མི་ཤེས་པའི་༎ བྱིས་པ་རྣམས་ལ་འཁོར་བ་རིང་༎༡༩,"19 (60). Long is the night to him who is watching, great the distance to him who is way worn, and great the circle of transmigration to the fools who know not the holy Law."
f76d3a14b15543a79a4a11be5ad10a67,"putro me ’sti dhanaṃ me ’stīty evaṃ bālo vihanyate |ātmaiva hy ātmano nāsti kasya putraḥ kuto dhanam |1,20| maraṇe ˚˘ ˉ ˉ ˉ ˚˚˚˚˘ ˉ ˘ ˉ || ˚˚˚˚˘ ˉ ˉ ˉ ˚˚˚˚˘ ˉ ˘ ˉ |1,20A|",有子兼有財 慳惜遇散壞愚夫不自觀 何恃有財子 1920,བདག ༼༥༽ལ་བུ་ཡོད་དེ་བཞིན་དུ་༎ ནོར་ཡོད་ཅེས་པས་བྱིས་པ་བརླག་༎ཕྱི་རོལ་ནང་ན་བདག་མེད་ན་༎ སུ་ཡི་བུ་ཡིན་ཅི་ཞིག་ནོར་༎༢༠,"20. These children are mine, these riches are mine; "" with these (thoughts) is the fool disturbed. What are children and riches to one who (owns) not even himself in the other world?"
ff4ff0058d45478fbe023a96da6a575a,"anekāni sahasrāṇi nara nārī śatāni ca |bhogān vai samudānīya vaśaṃ gacchanti mṛtyunaḥ |1,21|",百千非算數 族姓富男女積聚多財産 無不皆衰滅 2021富貴非聖財 恒爲無常伺(猶如盲眼人 不能自觀察) 2122,སྐྱེས་པ་བུད་མེད་རྣམས་ཀྱི་རིགས་༎ བརྒྱ་དང་སྟོང་ཕྲག་མང་པོ་དང་༎ལོངས་སྤྱོད་ལེགས་པར་བསྒྲུབས་པ་ཡང་༎ འཆི་བདག ༼༦༽དབང་དུ་འགྲོ་བར་འགྱུར་༎༢༡,"21. It is the law of humanity that, though one acquires hundreds and thousands of worldly goods, one still falls into the power of the lord of death."
aaed2b41e2c14dada651daa5174e2cae,"sarve kṣayāntā nicayāḥ patanāntāḥ samucchrayāḥ |samyogā viprayogāntā maraṇāntaṃ hi jīvitam |1,22|",聚集還散壞 崇高必墜落生者皆盡終 有情亦如是 2223,བསགས་པ་ཀུན་གྱི་མཐའ་ཟད་ཅིང་༎ བསླང་པའི་མཐའ་ནི་འགྱེལ་བར་འགྱུར་༎ཕྲད་པའི་མཐའ་ནི་འབྲལ་བ་སྟེ་༎ གསོན་པའི་མཐའ་ནི་འཆི་བ་ཡིན་༎༢༢,22. The end of all that has been hoarded up is to be spent; the end of what has been lifted up is to be cast down; the end of meeting is separation; the end of life is death.
94c87eea66214f8d86fab869e4b6f738,"sarve sattvā mariṣyanti maraṇāntaṃ hi jīvitam |yathā karma gamiṣyanti puṇya pāpa phala upagāḥ |1,23|",,གསོན་མཐའ་འཆི་བ་ཡིན་པས་ན་༎ སེམས་ཅན་ཐམས་ཅད་འཆི ༼༧༽འགྱུར་ཞིང་༎དགེ་སྡིག་འབྲས་བུར་ཉེར་འགྲོ་བའི་༎ ཇི་བཞིན་ལས་ཀྱི་རྗེས་སུ་འབྲང་༎༢༣,"23. As the end of life is death, and all creatures do die, so likewise do virtue and vice bear fruits which follow after the deeds."
9473ac23dc0d41de82b158ccda8097b8,"narakaṃ pāpa karmāṇaḥ kṛta puṇyās tu sad gatim |anye tu mārgaṃ bhāvyeha nirvāsyanti nirāsravāḥ |1,24|",行惡入地獄 修善則生天若能修善者 漏盡得涅槃(諸佛與菩薩 縁覺及聲聞尚捨有爲身 何況諸有情) 23-2424,སྡིག་པའི་ལས་ཀྱིས་དམྱལ་བ་དང་༎ བསོད་ནམས་བྱས་པས་བདེ་འགྲོ་སྟེ་༎གཞན་དག་གིས་ནི་ལམ་བསྒོམས་པས་༎ ཟག་མེད་མྱ་ངན་འདས་པར་འགྱུར་༎༼༢༡༠ཨ༡༽གང་ཡང་སངས་རང་སངས་རྒྱས་༎ སངས་རྒྱས་རྣམས་ཀྱི་ཉན་ཐོས་ཀྱང་༎སྐུ་ལུས་འདི་ནི་སྤོང་མཛད་ན་༎ སྐྱེ་བོ་ཕལ་པ་སྨོས་ཅི་དགོས་༎༽༢༤,24 (126). They who do evil go to hell; 1 they who are virtuous go to happiness; they who have observed the right way and are without sin obtain nirvāṇa.
7aedcb2755794381983361cc44fb9671,"naivāntarīk se na samudra madhye na parvatānāṃ vivaraṃ praviśya |na vidyate ’sau pṛthivī pradeśo yatra sthitaṃ na prasaheta mṛtyuḥ |1,25|",非空非海中 非入山窟間無有地方所 脱止不受死 2525,གང་དུ་གནས་ཀྱང་འཆི་བས་མི་ཚུགས་པའི་༎ ས་ཕྱོགས་དེ་ནི་ཡོད་པ་མ་ཡིན་ཏེ་༎བར ༼༢༽སྣང་ལ་མེད་རྒྱ་མཚོའི་ནང་ན་མེད་༎ རི་བོ་རྣམས་ཀྱི་གསེབ་ཏུ་ཞུགས་ནའང་མིན་༎༢༥,"25. The Buddhas, the pratyeka Buddhas, and the disciples of the Buddhas cast off this body; what is the use of speaking of the ignorant crowd?"
784d043aa5c3433eb65d72efdeb7cfe8,"ye ceha bhūtā bhaviṣyanti vā punaḥ sarve gamiṣyanti prahāya deham |tāṃ sarva hāniṃ kuśalo viditvā dharme sthito brahmacaryaṃ careta |1,26|",若住現在世 過去及未來一切有爲事 終歸於盡壞(智者能離繋 恒正念觀察常思無漏道 是名眞智者) 26-2726,བྱུང་དང་འབྱུང་བར་འགྱུར་བ་ཇི་སྙེད་པ་༎ ཀུན་གྱིས་ལུས་འདི་བཏང་ནས་འགྲོ་བ་དང་༎དེ་ཀུན་འཇིག་པར་མཁས་པས་རྟོགས་གྱིས་ཏེ་༎ ཆོས་ལ་གནས་ཀྱིས་ཚངས་པར ༼༣༽སྤྱད་པ་སྤྱོད་༎༢༦,"26. There is no place where is not the pain of death, not in the sky nor in the midst of the sea, not even if one enters into the clefts of the mountains."
1c442aaed06b4998859cc8e6c360b9f8,"jīrṇaṃ ca dṛṣṭveha tathaiva rogiṇaṃ mṛtaṃ ca dṛṣṭvā vyapayāta cetasam |jahau sa dhīro gṛha bandhanāni kāmā hi lokasya na supraheyāḥ |1,27|",,རྒ་བ་མཐོང་ཞིང་ནད་གྱིས་སྡུག་བསྔལ་དང་༎ སེམས་དང་བྲལ་བའི་སི་བ་མཐོང་ནས་ནི་༎བརྟན་པས་བརྩོན་ར་འདྲ་བའི་ཁྱིམ་སྤངས་ཀྱི་༎ འཇིག་རྟེན་ཕལ་པས་འདོད་སྤང་ནུས་རེ་སྐན་༎༢༧,"27. All who have been and all who shall be, abandon this body and depart; the wise man who understands that (the body) is to be dreaded, lives a life of purity according to the Law."
93cea116fa4e47a89b23f7226312759d,"jīryanti vai rāja rathāḥ sucitrā hy atho śarīram api jarām upaiti |satāṃ tu dharmo na jarām upaiti santo hi taṃ satsu nivedayanti |1,28|",(如囚被繋縛 所欲無能益)亦如朽故車 (不久見破壞) 2827(色變爲老耄) 戀家如在獄(不覺死來侵 愚夫不能知) 2928,རྒྱལ་པོའི་ཤིང་རྟ་ཤིན་ཏུ་བཀྲ་བའང་འཇིག་༎ དེ ༼༤༽བཞིན་ལུས་ཀྱང་ཉེ་བར་རྒ་བར་འགྱུར་༎དམ་པ་རྣམས་ཀྱི་ཆོས་འདི་དམ་པ་སྟེ་༎ མི་མཆོག་གཞན་རྟོགས་བྱེད་ཅིང་རྒ་མི་འགྱུར་༎༢༨,"28. Seeing old age, the pain of disease, and the death of the heedless, he who is earnest gives up a home that is like a prison; 6 but how can the common of mortals cast off desires?"
b80bdfe9c767400790962e0bcc52d3a7,"dhik tvām astu jare grāmye virūpa karaṇī hy asi |tathā mano ramaṃ bimbaṃ jarayā hy abhimarditam |1,29|",色變爲老耄 (戀家如在獄不覺死來侵 愚夫不能知) 2929,རྒ་བ་ཁྱོད་ནི་བླུན་ཞིང་ངན་༎ ཁྱོད་ནི་མི་རིགས་བྱེད་པ་སྟེ་༎ཡིད་དུ་འོང་བའི་གཟུགས་འདི་ཡང་༎ ཁྱོད་ཀྱིས་མངོན ༼༥༽པར་བཅོམ་པར་གྱུར་༎༢༩,"29 (151). Even the brilliant chariot of the king is destroyed, the body also draws nigh to old age; but the best of men: who teaches others this best of all good laws, shall not know old age."
7bd4c549c15f47cbbab22d98d942d4da,"yo ’pi varṣa śataṃ jīvet so ’pi mṛtyu parāyaṇaḥ |anu hy enaṃ jarā hanti vyādhir vā yadi vāntakaḥ |1,30|",雖壽滿百歳 亦被死相隨爲老病所逼 患終至後際 3030,གང་ཞིག་ལོ་ནི་བརྒྱར་འཚོ་བ་༎ དེ་ཡང་འཆི་བ་དག་ཉིད་ཀྱིས་ཁྲིད་༎འདི་དག་རྒ་བར་འགྱུར་བ་འམ་༎ ཡང་ན་ན་བའམ་འཆི་བས་འཇོམས་༎༣༠,30. Thou art foolish and despicable? and doest not that which is right; for that body (rūpa) in which thou delights will be the cause of thy ruin.
b6eec73b86d045fdbe9064f1e08a0cee,"sadā vrajanti hy anivartamānā divā ca rātrau ca vilujyamānāḥ |matsyā ivātīva hi tapyamānā duhkhena jāti maraṇena yuktāḥ |1,31|",老至苦纒身 晝夜多痛惱辛楚有千般 如魚入灰火 3131,རྟག་ཏུ་ལྡོག་པ་མེད་པར་འགྲོ་འགྱུར་ཞིང་༎ ཉིན་དང་མཚན་དུ་རབ་ཏུ་འཇིག་པ་དང་༎༼༦༽སྐྱེ་དང་འཆི་བའི་སྡུག་བསྔལ་དང་ལྡན་པ་༎ ཆུ་ཚན་ནང་དུ་གདུངས་པའི་ཉ་དང་འདྲ་༎༣༡,"31. One may live a hundred years, yet he is subject to the lord of death; one may reach old age, or else he is carried off by disease."
57cae70f6c3d44faada5e85c09281ff1,"āyur divā ca rātrau ca caratas tiṣṭhatas tathā |nadīnāṃ vā yathā sroto gacchate na nivartate |1,32|",,ཚེ་འདི་ཉིན་དང་མཚན་མོ་དང་༎ འགྲོ་བ་དང་ནི་འདུག་པ་ན་༎ཆུ་ཀླུང་ཆེན་པོའི་རྒྱུན་བཞིན་དུ་༎ ཕྱིར་མི་ལྡོག་པར་འགྲོ་བར་འགྱུར་༎༣༢,"32. He who is (always) changing without ceasing, decaying day and night, filled with the anguish of birth and death, is like the fish thrown in hot water."
4cc07e6c8ea24847a1068c1560008140,"yeṣāṃ rātri divāpāye hy āyur alpataraṃ bhavet |alpodake va matsyānāṃ kā nu teṣāṃ ratir bhavet |1,33|",老至苦纒身 晝夜多痛惱辛楚有千般 如魚入灰火 3132江河無停止 駛流去不迴保惜膿漏躯 雖戀不能住 3233,ཆུ་ཆུང་ནང་གི་ཉ་ལྟ་བུར་༎ ༼༧༽གང་ཞིག་ཉིན་མཚན་འདའ་བ་ཡིས་༎ཚེ་འདི་ཤིན་ཏུ་ཐུང་འགྱུར་ན་༎ དེ་ལ་དགའ་བར་བྱར་ཅི་ཡོད་༎༣༣,33. This life is fleeting away day and night; it is unstable like the stream of a great river; one goes on not to return again?
42a3caa1d8584a9bb78cd355bff69c27,"parijīrṇam idaṃ rūpaṃ roga nīḍaṃ prabhaṅguram |bhetsyate pūty asaṃdehaṃ maraṇāntaṃ hi jīvitam |1,34|",,གསོན་མཐའ་འཆི་བ་ཡིན་པའི་ཕྱིར་༎ ལུས་འདི་ཡོངས་སུ་རྒ་བ་དང་༎ནད་ཀྱི་ཚང་འདི་མྱུར་འཇིག་ཅིང་༎ སྣག་གི་ཚོགས་ཀྱང་འཇིག་པར ༼༢༡༠བ༡༽འགྱུར་༎༣༤,34. Man is like a fish in a shallow pool of water; day and night this life is passing away; what subject of rejoicing is there in so brief a thing?
25af7ac21fba4a80a6e0ca9105f4be9d,"aciraṃ bata kāyo ’yaṃ pṛthivīm adhiśeṣyate |śunyo vyapeta vijñāno nirastaṃ vā kaḍaṅgaram |1,35|1",四大聚集身 無常詎久留地種散壞時 神識空何用 3334,ཀྱེ་མ་ལུས་འདི་མི་ཐོགས་པར་༎ སྟོང་ཞིང་རྣམ་ཤེས་དང་བྲལ་ནས་༎དུར་ཁྲོད་བོར་བའི་མགལ་དུམ་ལྟར་༎ ས་ཡི་སྟེང་དུ་འགྱེལ་བར་འགྱུར་༎༣༥,"35 (148). The end of life is death; this body bent down by age, this receptacle of disease, is rapidly wasting away; this mass of corruption will soon be destroyed."
db49dc1be5c14b05a05b650fa587cd0d,"kim anena śarīreṇa sravatā pūtinā sadā |nityaṃ rogābhibhūtena jarā maraṇa bhīruṇā |1,36|",此身多障惱 膿漏恒疾患(愚迷貪愛著 不厭求寂滅) 3435,རྒྱུན་དུ་ནད་ཀྱིས་མངོན་གདུང་ཞིང་༎ རྟག་ཏུ་མི་གཙང་འཛག་པ་དང་༎རྒ་དང་འཆི་བས་འཚོར ༼༢༽འགྲིབ་པའི་༎ ལུས་འདི་དོར་བ་ཅིར་མི་རུང་༎༣༦,"36 (41). Alas! this body will soon lie on the earth unnoticed, empty: senseless, thrown away in a cemetery like a billet of wood."
fe63102ec25a496cb2483f2bfa5af8b6,"anena pūtikāyena hy ātureṇa prabhaṅguṇā |nigacchatha parāṃ śāntiṃ yoga kṣemam anuttaram |1,37|",此身多障惱 膿漏恒疾患(愚迷貪愛著) 不厭求寂滅 3436,མྱུར་དུ་འཇིག་ཅིང་ན་བ་དང་༎ རྣག་དང་ལྡན་པའི་ལུས་འདི་ཡིས་༎གྲུབ་དང་བདེ་བ་བླ་མེད་པ་༎ ཞི་མཆོག་དོན་དུ་གཉེར་བར་གྱིས་༎༣༧,"37. Continually afflicted by disease, always emitting some impurity, this body, undermined by age and death, what is the use of it?"
50d29ef0b1b245efb5881c694dc81950,"iha varṣaṃ kariṣyāmi hemantaṃ grīṣmam eva ca |bālo vicintayaty evam antarāyaṃ na paśyati |1,38|",今歳雖云在 冬夏不久停凡夫貪世樂 中間不驚怖 3537父母與兄弟 妻子并眷屬無常來牽引 無能救濟者 3638,དགུན་ཀ་དང་ནི་དཔྱིད་ཀ་དང་༎ དབྱར་ཀ་འདི་དག་བྱའོ་ཞེས་༎བྱིས ༼༣༽པ་རྣམ་པར་སེམས་བྱེད་པས་༎ བར་ཆད་མཐོང་བར་མ་གྱུར་ཏོ་༎༣༨,
