id,P001841,P001842,P001843,P001844,P001845
7cbb66b604164cd78598a500ee4a12b6,yatrā na śīla na ca kṣāṃti bhave dauśīliyā pi na bhaveya kvacit |dhyānaś ca prajña na bhaveya kathaṃ ajñāna jñāna na labheya kvacit || 9 ||,དེ་ལ་ཚུལ་ཁྲིམས་བཟོད་པ་མ་མཆིས་ཤིང་༎ ཚུལ་ཁྲིམས་འཆལ་པའང་དེ་ལ་མ་མཆིས་ལ་༎བསམ་གཏན་ཤེས་རབ་དེ་ལ་མ་མཆིས་ཤིང་༎ རྟོགས་དང་མ་རྟོགས་མ་མཆིས་ཇི་ལྟར་ལགས་༎,(11)無戒無忍辱 亦無有毀戒(12)無智亦無慧 亦無非智慧,於中無戒復無忍 破戒亦復無一處(6)定之與智如是無 無智及智無所得(7),How can it be that there is never immorality where there is no morality and no tolerance? How can we find neither ignorance nor knowledge where there is no meditation or insight?
f496edab9f38424db0efc1e17797ca2c,vimalā viśuddha katha dharmā bhave niṣkiṃcanā khagasamā ca bhave |cittaṃ kadāci na ca śleṣa kvacin niścetanā ca kathaṃ dharma bhave || 10 ||,ཆོས་རྣམས་དྲི་མེད་དག་པ་ཇི་ལྟར་ལགས་༎ ནམ་མཁའ་འདྲ་ཞིང་ཅི་ཡང་མ་ལགས་ལ་༎ནམ་ཡང་སེམས་ཀྱི་རང་བཞིན་མི་དམིགས་ཤིང་༎ ཆོས་རྣམས་སེམས་མེད་ཇི་ལྟར་ལགས་པར་འགྱུར་༎,(13)是法常清淨 惟願爲演説(14)云何一切法 寂滅如虚空(15)無心心數法,云何是法淨無垢 而無所有等虚空(8)心於一時無得處 無心云何而是法(9),"How can the moments of existence be unblemished and pure, being nothing in particular like wind? How can moments of existence be without thinking, never thought and nowhere clinging?"
cfc99311cd2a4b448f41d8cb750cbb8e,yatra parijña na bhaveya kvacin na ca bhāvanā na pi ca sākṣikṛyā |prahāṇa yatra na bhaveya 3 kvaci ākāśadhātu katha satva bhavet || 11 ||,ཡོངས་སུ་ཤེས་བགྱི་ཇི་ལྟར་མ་མཆིས་ཤིང་༎ སྒོམ་དང་མངོན་བགྱི་མཆིས་པ་མ་ལགས་ལ་༎གང་དུའང་དེ་ལ་སྤང་བ་མ་མཆིས་པས་༎ སེམས་ཅན་ཇི་ལྟར་ནམ་མཁའི་དབྱིངས་འདྲ་ལགས་༎,無見斷證修 (16)一切諸衆生 同如虚空相,於中知見無所有 無有念修亦無證(10)於中亦復無所斷 衆生云何空界同(11),"How can being be like the sphere of space where there is nowhere comprehension, no cultivation, no realization and nowhere renunciation?"
0f016e0fee434424af72e0ec6f18f50f,ekānayā yatra dharma bhave yatrā pravṛtti na ca jātu bhave |utpāda jātu na bhaveya kvaci etadṛśā dharmata deśayehi || 12 ||,གང་ལ་ཆོས་ཉིད་གཅིག་གི་ཚུལ་གྱུར་པ་༎ དེ་ལ་རང་བཞིན་ནམ་ཡང་མ་མཆིས་ལ་༎སྐྱེ་བ་ནམ་ཡང་དེ་ལ་མ་མཆིས་པའི་༎ ཆོས་ཀྱི་ཚུལ་ནི་མགོན་པོས་བཤད་དུ་གསོལ་༎,(17)一相法亦無 心行亦叵得(18)諸法無生滅,於中法體是一行 於中無生亦無轉(12)發起及生無所有 如是等法勝人説(13),"theach us about this state of things where the moments of existence are in accordance with the one principle, where there is indeed no activity and no origination anywhere!"
7701c01b0d9d4753b1a0507cf2f187d6,yatrā na śaikṣa na bhave arhaṃ pratyekabuddha na bhaveya kvaci |4 bodhigaveṣa na labheya kvaci na ca āgatā na gata dharma bhave || 13 ||,དེ་ལ་སློབ་དང་དགྲ་བཅོམ་མ་མཆིས་ཏེ་༎ རང་རྒྱལ་ཇི་ལྟར་མཆིས་པ་མ་ལགས་ཤིང་༎བྱང་ཆུབ་ཚོལ་བའི་ཆོས་ཀྱང་མ་མཆིས་ལ་༎ སོང་དང་འོངས་པ་མ་མཆིས་ཇི་ལྟར་ལགས་༎,無學無羅漢(19)亦無辟支佛 亦無求菩薩,於中無學無羅漢 縁覺亦復無所有(14)求菩提者不可得 此法無來亦無去(15),"Where there is no disciple, no arhat or isolated buddha, where no-one takes up the fuest for Awakening, and there is no coming and going of moments of existence,"
7bb38f6e87324a468074f6eb58282c44,yatra na vāsa na ca sthāna bhave naiva gatā na pi ca āgamanam |na ca āgatā na gata dharma kvaci sthānasthitā acalam ekasamā || 14 ||,གང་ལ་གནས་དང་རྟེན་པ་མ་མཆིས་ཤིང་༎ འོང་དང་འགྲོ་བ་དག་ཀྱང་མ་མཆིས་ལ་༎ཆོས་རྣམས་འགྲོ་དང་འོང་དང་བྲལ་བས་ན་༎ རི་བཞིན་མི་གཡོ་བརྟན་གནས་ཇི་ལྟར་ལགས་༎,(20)無住無休止 無來亦無去(21)諸法無動相 常住如須彌,於中無住亦無處 亦無有去亦無來(16)無來去法復云何 如彼須彌住不動(17),"where there is no remaining, no stability, nor any subject of going or coming, no moments of existence come or gone anywhere, with stable stillness in a state which is one and the same,"
7749e6b4b61f4f6b9f0e1394b03ef2ac,yatrā na saṃjña na ca 3r rūpa bhave rūpasvabhāva katha bodhi bhave |rūpaṃ ca bodhi bhave advayatā etadṛśā dharmata brūhi jina || 15 ||,དེ་ལ་ཇི་ལྟར་འདུ་ཤེས་གཟུགས་མ་མཆིས་༎ གཟུགས་ཀྱི་རང་བཞིན་ཇི་ལྟར་བྱང་ཆུབ་ལགས་༎གཟུགས་དང་བྱང་ཆུབ་ཇི་ལྟར་གཉིས་མ་མཆིས་༎ དྲི་མེད་མཆོག་མངའ་རྒྱལ་བས་དེ་དག་གསུངས་༎,(22)無相亦無色 色性即是道(23)色性佛道一 如是法願説,於中無想亦無色 色體云何是菩提(18)色與菩提無有二 如是法體勝人演(19),"where there is no concept and no form, how can Awakening have form as its essence? How can there a be non-duality of form and Awakening? thell us about this state of things, Victorious One!"
08e0c36d19344f4ab06db4e4e977a104,yatrā na buddha na ca dharma bhave saṃghā ca yatra na bhaveya kvaci |buddhāś ca dharma tatha saṃghavarā ete bhaveya katha2m ekanayāḥ || 16 ||,སངས་རྒྱས་གང་ལ་མ་མཆིས་ཆོས་དག་དང་༎ དགེ་འདུན་གང་ལ་མ་མཆིས་དེ་སླད་དུ་༎སངས་རྒྱས་ཆོས་དང་དགེ་འདུན་མཆོག་གི་རྣམས་༎ དེ་དག་གཅིག་གི་ཚུལ་དུ་ཇི་ལྟར་འགྱུར་༎,(24)云何無佛法 亦無有衆僧(25)是三寶一相 惟願爲演説,,"Where there is no Buddha and no teaching, where there is nowhere a congregation, how can those Buddhas, the teaching and the congregations be of one principle?"
9b32711c24774c628d99adc5e335061a,yatrā na śuṇya animitta bhave na śleṣa naiva aśleṣa bhavet |nāmā anāma katha dharma bhave girighoṣakalpa tha pratiśrusamā || 17 ||,གང་ལ་སྟོང་དང་མཚན་ཉིད་མ་མཆིས་ཤིང་༎ འདུ་དང་འབྲལ་བ་དེ་ལ་མ་མཆིས་ལ་༎ཆོས་རྣམས་མིང་དང་མིང་མེད་བྲལ་བ་སྟེ་༎ སྒྲ་བརྗོད་བྲག་ཅ་འདྲ་བ་ཇི་ལྟར་ལགས་༎,(26)無空無無相 亦無有無作(27)不合亦不散 名相法亦無(28)諸法畢竟空 如響無作者,於中無空無無相 無有染著無無著(20)名與無名法云何 言道猶如於山響(21),"Where it is not empty or without distinguishing marks, neither clinging nor non-clinging, neither a name nor not a name, how can a moment of existence be like an echo, resembling a sound in the mountains?"
8a0733072b2d4ae9a9a2ba73545b1020,utpāda yatra na bhaveya nighā anutpāda yatra na bhaveya kvaci |3 na ca nirvṛtā na ca saṃsaraṇā katha sarvadharma bhava ekanayāḥ || 18 ||,སྐྱེ་དང་སྐྱེ་མེད་གང་ལ་མ་མཆིས་ཤིང་༎ གང་ལ་སྐྱོན་བྲལ་མྱ་ངན་འདས་པ་དང་༎འཁོར་བ་དག་ཀྱང་དེ་ལ་མ་མཆིས་པས་༎ ཆོས་རྣམས་ཐམས་ཅད་ཚུལ་གཅིག་ཇི་ལྟར་འགྱུར་༎,(29)無生無無生 無滅無往來,於中無生無惱者 於中亦復無無生(22)無有已滅亦無遮 諸法云何是一行(23),"How is it that all moments of existence are of one principle, O faultless one, where there is no origination, no non-origination, no nirvāṇa and no round of rebirth,"
a25ee4ad7ce54793946c94b1121bec13,yatrā na deva na ca nāga bhave na ca kiṃnarā na pi ca yakṣa bhave |narakāpi tatra na bhaveya kvaci naivāgatīyu na pi satva bhave || 19 ||,ལྷ་དང་ཀླུ་དག་དེ་ལ་མ་མཆིས་ཤིང་༎ གནོད་སྦྱིན་མིའམ་ཅི་དང་འདྲེ་དག་དང་༎སེམས་ཅན་དམྱལ་བ་དེ་ལ་མ་མཆིས་ཤིང་༎ ཇི་ལྟར་དེ་ལ་སེམས་ཅན་ལམ་མ་མཆིས་༎,(750c1)無天無龍神 夜叉緊那等(2)無人無地獄 無餓鬼畜生(3)無衆生五道 願説如是法,於中無天亦無龍 無緊那羅夜叉等(24)於中泥犁無所有 無有所趣及衆生(25),"where there are no gods, no snake gods, no centaurs and no demons, no hell at all, nor states of existence?"
